Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:18:51.713
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,786323,-3164.65,-2438.53,978.34,2456.86,-1732.66,-2974.75,730.28,-527.32,,,,,
0.001,786324,-3170.53,-2415.95,977.76,2454.99,-1733.85,-2973.63,727.38,-518.84,,,,,
0.002,786325,-3173.2,-2398.17,977.54,2454.01,-1733.9,-2973.71,725.28,-511.56,,,,,
0.003,786326,-3171.67,-2388.0,977.83,2454.81,-1732.32,-2975.57,724.28,-506.59,,,,,
0.004,786327,-3167.93,-2385.34,978.48,2458.02,-1729.63,-2978.81,724.03,-504.78,,,,,
0.005,786328,-3165.71,-2387.73,979.12,2463.52,-1726.96,-2982.27,723.69,-506.5,,,,,
0.006,786329,-3167.93,-2391.98,979.41,2470.13,-1725.48,-2984.58,722.51,-511.53,,,,,
0.007,786330,-3174.54,-2395.86,979.26,2475.78,-1725.67,-2984.82,720.38,-518.86,,,,,
0.008,786331,-3181.99,-2398.94,978.84,2478.33,-1727.05,-2982.99,718.22,-526.87,,,,,
0.009,786332,-3185.01,-2402.11,978.52,2476.8,-1728.52,-2979.99,717.71,-533.59,,,,,
0.010,786333,-3179.56,-2406.3,978.6,2472.27,-1729.0,-2977.18,720.6,-537.15,,,,,
0.011,786334,-3165.4,-2411.27,979.1,2467.74,-1728.11,-2975.64,727.72,-536.32,,,,,
0.012,786335,-3146.7,-2415.4,979.71,2466.91,-1726.38,-2975.66,738.17,-530.89,,,,,
0.013,786336,-3130.27,-2416.53,980.0,2472.32,-1724.95,-2976.57,749.23,-521.75,,,,,
0.014,786337,-3122.36,-2413.53,979.6,2483.86,-1724.88,-2977.12,757.11,-510.67,,,,,
0.015,786338,-3125.69,-2407.33,978.5,2498.43,-1726.47,-2976.16,758.39,-499.89,,,,,
0.016,786339,-3138.36,-2400.84,977.09,2511.26,-1729.06,-2973.31,751.44,-491.46,,,,,
0.017,786340,-3155.04,-2397.48,975.96,2517.99,-1731.33,-2969.31,737.4,-486.77,,,,,
0.018,786341,-3169.73,-2399.25,975.64,2516.66,-1732.06,-2965.75,719.93,-486.26,,,,,
0.019,786342,-3178.51,-2405.34,976.3,2508.51,-1730.76,-2964.45,704.04,-489.4,,,,,
0.020,786343,-3180.84,-2412.31,977.69,2497.19,-1728.0,-2966.57,694.25,-494.87,,,,,
0.021,786344,-3178.91,-2415.78,979.23,2486.88,-1725.1,-2972.07,693.0,-500.98,,,,,
0.022,786345,-3175.83,-2412.81,980.39,2480.51,-1723.43,-2979.57,699.9,-506.02,,,,,
0.023,786346,-3173.63,-2403.74,980.88,2478.81,-1723.73,-2986.83,712.24,-508.69,,,,,
0.024,786347,-3172.49,-2392.25,980.8,2480.7,-1725.79,-2991.63,726.28,-508.36,,,,,
0.025,786348,-3171.24,-2383.65,980.58,2484.47,-1728.61,-2992.56,738.74,-505.2,,,,,
0.026,786349,-3168.62,-2382.14,980.62,2488.81,-1731.0,-2989.55,747.77,-500.09,,,,,
0.027,786350,-3164.47,-2388.52,981.12,2493.11,-1732.19,-2983.81,753.05,-494.39,,,,,
0.028,786351,-3159.8,-2399.64,981.93,2496.91,-1732.14,-2977.37,755.06,-489.53,,,,,
0.029,786352,-3156.11,-2409.88,982.61,2499.04,-1731.41,-2972.26,754.3,-486.53,,,,,
0.030,786353,-3154.33,-2414.09,982.72,2497.47,-1730.75,-2969.86,750.78,-485.78,,,,,
0.031,786354,-3154.32,-2410.45,982.06,2490.12,-1730.58,-2970.52,744.31,-487.03,,,,,
0.032,786355,-3155.25,-2401.65,980.77,2476.3,-1730.79,-2973.58,735.19,-489.76,,,,,
0.033,786356,-3156.47,-2393.87,979.24,2457.97,-1730.89,-2977.76,724.87,-493.61,,,,,
0.034,786357,-3158.24,-2393.88,977.97,2439.67,-1730.4,-2981.65,715.9,-498.72,,,,,
0.035,786358,-3161.53,-2405.5,977.26,2426.95,-1729.22,-2984.15,711.1,-505.67,,,,,
0.036,786359,-3167.09,-2427.36,977.14,2423.9,-1727.71,-2984.72,712.26,-514.91,,,,,
0.037,786360,-3174.33,-2452.88,977.36,2431.09,-1726.49,-2983.45,719.15,-526.04,,,,,
0.038,786361,-3180.99,-2472.66,977.59,2445.15,-1726.06,-2980.85,729.36,-537.33,,,,,
0.039,786362,-3184.08,-2478.41,977.6,2460.2,-1726.48,-2977.75,739.34,-545.81,,,,,
0.040,786363,-3181.74,-2466.47,977.35,2470.69,-1727.34,-2974.95,746.02,-548.3,,,,,
0.041,786364,-3174.74,-2439.67,977.01,2473.83,-1727.99,-2973.09,748.26,-542.85,,,,,
0.042,786365,-3166.66,-2406.38,976.8,2470.56,-1727.96,-2972.53,747.29,-530.0,,,,,
