Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:23:21.793
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,1056423,-2799.78,-2106.16,-109.88,927.64,-335.81,-2221.05,169.02,-488.88,,,,,
0.001,1056424,-2825.8,-2092.21,-109.29,935.43,-333.72,-2212.85,181.3,-481.87,,,,,
0.002,1056425,-2847.66,-2082.56,-109.06,941.44,-332.07,-2206.8,189.67,-478.33,,,,,
0.003,1056426,-2862.06,-2079.44,-109.41,944.03,-331.19,-2204.27,191.86,-479.94,,,,,
0.004,1056427,-2867.31,-2081.91,-110.32,942.03,-331.23,-2205.35,188.08,-485.66,,,,,
0.005,1056428,-2863.69,-2086.43,-111.55,935.39,-332.02,-2208.92,180.92,-492.33,,,,,
0.006,1056429,-2853.4,-2088.76,-112.76,925.67,-333.09,-2213.15,174.11,-496.28,,,,,
0.007,1056430,-2840.13,-2086.2,-113.64,915.86,-333.77,-2216.26,170.87,-495.18,,,,,
0.008,1056431,-2828.17,-2079.16,-114.03,909.49,-333.43,-2217.18,172.55,-489.14,,,,,
0.009,1056432,-2821.42,-2071.15,-113.94,909.13,-331.89,-2215.81,178.08,-480.5,,,,,
0.010,1056433,-2822.34,-2067.12,-113.5,915.02,-329.53,-2212.88,184.62,-472.5,,,,,
0.011,1056434,-2831.26,-2071.01,-112.94,924.8,-327.24,-2209.55,188.94,-467.68,,,,,
0.012,1056435,-2846.15,-2083.54,-112.44,934.44,-326.06,-2206.85,188.98,-466.7,,,,,
0.013,1056436,-2863.07,-2101.43,-112.16,940.13,-326.65,-2205.32,184.86,-468.34,,,,,
0.014,1056437,-2877.31,-2118.47,-112.17,940.22,-328.97,-2204.99,178.79,-470.46,,,,,
0.015,1056438,-2884.84,-2127.99,-112.45,936.19,-332.16,-2205.52,174.04,-471.39,,,,,
0.016,1056439,-2883.73,-2125.74,-112.93,932.01,-335.03,-2206.46,173.32,-470.87,,,,,
0.017,1056440,-2875.03,-2111.8,-113.43,932.3,-336.62,-2207.51,177.43,-470.06,,,,,
0.018,1056441,-2862.6,-2090.69,-113.78,940.15,-336.72,-2208.52,184.73,-470.71,,,,,
0.019,1056442,-2851.82,-2069.58,-113.83,955.61,-336.06,-2209.45,191.85,-473.99,,,,,
0.020,1056443,-2847.55,-2055.46,-113.52,975.65,-335.9,-2210.18,195.15,-479.6,,,,,
0.021,1056444,-2852.0,-2052.35,-112.99,995.42,-337.34,-2210.51,192.46,-485.87,,,,,
0.022,1056445,-2863.52,-2059.91,-112.46,1010.1,-340.62,-2210.21,184.12,-490.46,,,,,
0.023,1056446,-2876.92,-2073.9,-112.21,1016.36,-344.91,-2209.21,172.96,-491.56,,,,,
0.024,1056447,-2885.39,-2088.17,-112.4,1013.1,-348.56,-2207.73,163.21,-488.74,,,,,
0.025,1056448,-2883.44,-2097.34,-113.01,1001.15,-349.96,-2206.29,158.71,-483.09,,,,,
0.026,1056449,-2869.45,-2098.89,-113.79,982.68,-348.37,-2205.57,161.35,-476.64,,,,,
0.027,1056450,-2846.77,-2093.75,-114.42,960.65,-344.39,-2206.1,170.33,-471.51,,,,,
0.028,1056451,-2822.62,-2085.37,-114.64,938.54,-339.78,-2208.03,182.5,-469.06,,,,,
0.029,1056452,-2805.05,-2077.77,-114.41,920.15,-336.71,-2210.97,193.74,-469.65,,,,,
0.030,1056453,-2799.5,-2073.51,-113.92,909.02,-336.78,-2214.11,200.52,-472.77,,,,,
0.031,1056454,-2806.38,-2072.75,-113.51,907.43,-340.27,-2216.57,201.2,-477.49,,,,,
0.032,1056455,-2821.06,-2073.53,-113.41,915.19,-346.01,-2217.72,196.41,-482.81,,,,,
0.033,1056456,-2836.28,-2073.3,-113.66,929.07,-351.95,-2217.48,188.47,-487.74,,,,,
0.034,1056457,-2845.91,-2070.58,-114.01,943.43,-356.05,-2216.34,180.34,-491.29,,,,,
0.035,1056458,-2848.09,-2066.03,-114.08,952.19,-357.11,-2215.1,174.38,-492.44,,,,,
0.036,1056459,-2846.07,-2062.27,-113.62,951.4,-355.2,-2214.52,171.7,-490.34,,,,,
0.037,1056460,-2846.22,-2062.46,-112.65,941.22,-351.45,-2214.91,172.08,-484.81,,,,,
0.038,1056461,-2854.22,-2068.47,-111.56,926.19,-347.42,-2215.94,174.44,-476.72,,,,,
0.039,1056462,-2871.34,-2079.51,-110.92,913.47,-344.39,-2216.73,177.55,-468.13,,,,,
0.040,1056463,-2893.07,-2092.03,-111.21,909.8,-342.88,-2216.22,180.55,-461.8,,,,,
0.041,1056464,-2910.85,-2101.03,-112.52,918.48,-342.65,-2213.58,183.09,-460.32,,,,,
0.042,1056465,-2916.25,-2102.26,-114.42,937.93,-342.99,-2208.71,185.2,-465.12,,,,,
0.043,1056466,-2905.51,-2094.26,-116.15,962.48,-343.17,-2202.38,186.93,-475.72,,,,,
0.044,1056467,-2881.91,-2079.23,-116.91,984.88,-342.85,-2196.07,188.13,-489.65,,,,,
0.045,1056468,-2854.69,-2062.35,-116.25,999.3,-342.06,-2191.58,188.54,-503.04,,,,,
0.046,1056469,-2834.8,-2049.63,-114.32,1003.4,-341.13,-2190.41,187.93,-511.66,,,,,
0.047,1056470,-2829.66,-2045.41,-111.81,998.48,-340.4,-2193.28,186.37,-511.96,,,,,
0.048,1056471,-2839.66,-2050.59,-109.65,988.11,-340.04,-2199.79,184.31,-502.12,,,,,
0.049,1056472,-2858.07,-2062.33,-108.61,975.97,-340.09,-2208.54,182.42,-482.54,,,,,
0.050,1056473,-2874.65,-2075.49,-108.95,964.34,-340.49,-2217.51,181.27,-456.09,,,,,
0.051,1056474,-2880.81,-2084.98,-110.35,953.75,-341.27,-2224.72,181.04,-427.79,,,,,
0.052,1056475,-2873.92,-2087.94,-112.02,943.77,-342.51,-2228.77,181.42,-404.02,,,,,
0.053,1056476,-2858.28,-2084.81,-113.1,934.24,-344.33,-2229.25,181.81,-391.19,,,,,
0.054,1056477,-2842.49,-2078.71,-113.04,925.94,-346.72,-2226.77,181.64,-393.96,,,,,
0.055,1056478,-2834.71,-2073.69,-111.82,920.49,-349.47,-2222.61,180.76,-413.49,,,,,
0.056,1056479,-2838.31,-2072.58,-109.96,919.44,-352.14,-2218.21,179.55,-446.43,,,,,
0.057,1056480,-2850.3,-2075.69,-108.25,923.4,-354.26,-2214.65,178.83,-485.18,,,,,
0.058,1056481,-2863.27,-2080.9,-107.46,931.66,-355.47,-2212.34,179.37,-519.82,,,,,
0.059,1056482,-2869.67,-2084.93,-108.02,942.48,-355.65,-2211.08,181.55,-541.23,,,,,
0.060,1056483,-2866.02,-2085.24,-109.86,953.76,-354.96,-2210.31,185.06,-544.24,,,,,
0.061,1056484,-2854.86,-2081.38,-112.46,963.64,-353.71,-2209.55,189.01,-529.69,,,,,
0.062,1056485,-2843.29,-2075.21,-115.03,970.64,-352.25,-2208.69,192.3,-504.18,,,,,
0.063,1056486,-2839.09,-2069.84,-116.81,973.48,-350.83,-2208.06,194.11,-477.51,,,,,
0.064,1056487,-2846.5,-2068.01,-117.31,971.06,-349.55,-2208.19,194.23,-458.84,,,,,
0.065,1056488,-2863.79,-2070.69,-116.44,962.95,-348.36,-2209.47,193.12,-453.04,,,,,
0.066,1056489,-2883.94,-2076.62,-114.56,950.15,-347.18,-2211.78,191.62,-459.08,,,,,
0.067,1056490,-2897.86,-2083.05,-112.32,935.76,-345.9,-2214.46,190.44,-470.98,,,,,
0.068,1056491,-2898.59,-2087.15,-110.44,924.63,-344.5,-2216.52,189.81,-480.96,,,,,
0.069,1056492,-2884.37,-2087.4,-109.5,921.84,-342.99,-2217.06,189.36,-483.27,,,,,
0.070,1056493,-2859.24,-2084.23,-109.74,930.33,-341.48,-2215.78,188.39,-476.77,,,,,
0.071,1056494,-2831.21,-2079.61,-110.98,948.89,-340.12,-2213.19,186.31,-465.2,,,,,
0.072,1056495,-2808.98,-2075.97,-112.76,971.77,-339.1,-2210.46,183.14,-454.91,,,,,
0.073,1056496,-2798.79,-2075.03,-114.48,990.48,-338.56,-2208.97,179.63,-451.51,,,,,
0.074,1056497,-2802.58,-2076.96,-115.63,997.27,-338.59,-2209.64,177.04,-457.01,,,,,
0.075,1056498,-2817.85,-2080.44,-115.96,988.71,-339.08,-2212.52,176.57,-468.9,,,,,
0.076,1056499,-2838.99,-2083.26,-115.51,967.59,-339.78,-2216.61,178.74,-481.69,,,,,
0.077,1056500,-2859.33,-2083.3,-114.56,942.09,-340.34,-2220.27,183.01,-489.75,,,,,
