code,,cygnus
47946.05648,,-98765.06
81936.93542,,-48420.09
89447.21096,,5927.93
94654.22865,,59099.31
101221.7523,,106155.87
107572.1958,,142814.4
113199.7839,,165780.2
106081.2898,,173002.11
64242.44514,,163847.5
7188.008092,,139182.99
-51789.61775,,101334.57
-103599.1286,,53902.75
-124102.8308,,1428.32
-121173.0088,,-51062.78
-114522.6049,,-98576.11
-106756.8042,,-136651.12
-98068.3235,,-161779.97
-88635.08268,,-171699.81
-60462.45223,,-165548.05
-1953.408355,,-143895.58
58909.1848,,-108681.42
95952.55207,,-63063.46
108979.0146,,-11186.06
118702.694,,42143.44
126642.436,,91869.04
132172.7493,,133168.14
132204.757,,161950.11
110239.8318,,175300.76
54735.22004,,171802.81
-9812.013484,,151684.64
-71184.62875,,116784.71
-103304.2196,,70353.33
-103376.1923,,16733.7
-98869.1418,,-39033.54
-95242.57126,,-91648.82
-93104.44809,,-136014.47
-92354.05533,,-167700.32
-86605.14195,,-183387.41
-43987.65194,,-181245.71
19434.39477,,-161188.98
80073.15756,,-124952.18
119942.1877,,-75959.25
132255.9872,,-18986.03
135913.5373,,40337.47
134933.458,,96114.3
128913.3732,,142779.01
118829.9202,,175641.02
89448.68618,,191329.14
33561.90426,,188113.13
-27398.72365,,166088.64
-76048.99419,,127211.52
-89071.52284,,75164.99
-91859.59004,,15047.55
-96205.93145,,-47111.51
-101726.857,,-104972.06
-107042.8171,,-152568.35
-109430.9222,,-184967.88
-83418.23023,,-198811.08
-28357.30056,,-192661.07
29629.74067,,-167129.31
83279.5153,,-124781.29
120032.6228,,-69854.27
125286.4004,,-7831.04
119967.8922,,55087.84
112337.5878,,112575.6
103880.4029,,158797.09
94498.79462,,189006.18
74782.99138,,200062.21
29136.30356,,190796.67
-24432.82597,,162167.89
-72409.10201,,117167.84
-97377.02875,,60485.58
-107816.411,,-2024.4
-116806.0144,,-63989.27
-124172.2553,,-119190.11
-129191.1607,,-162179.62
-120973.676,,-188790.12
-84820.71278,,-196502.41
-37685.667,,-184662.46
12644.11362,,-154538.72
62165.20812,,-109211.4
96081.11931,,-53287.55
100148.0639,,7551.26
95211.59175,,67136.08
91451.26837,,119469.94
89657.45147,,159373.69
89541.58003,,183027.74
83864.95219,,188337.74
47750.03168,,175087.2
-3205.68719,,144880.93
-54417.64646,,100914.24
-99921.46193,,47617.12
-127006.7694,,-9780.7
-133337.8563,,-65729.81
-133086.9804,,-114861.76
-128117.9193,,-152484.59
-119929.4472,,-175036.86
-102256.0569,,-180450.38
-58996.62483,,-168367.3
-5006.924868,,-140170.08
47878.68832,,-98811.88
81386.9931,,-48472.33
88625.24791,,5904.66
93709.55452,,59119.75
100221.1094,,106208.1
106542.451,,142866.36
112194.8942,,165796.56
105542.3445,,172963.03
64130.99934,,163759.85
7194.311284,,139078.46
-51747.68588,,101255.4
-103427.8248,,53882.06
-123527.7651,,1474.75
-120521.6343,,-50969.09
-113882.0933,,-98474.33
-106119.2877,,-136582.05
-97427.05195,,-161768.36
-87979.86364,,-171744.65
-60343.63035,,-165624.71
-2133.295194,,-143968.15
58446.95073,,-108718.83
94852.44392,,-63052.13
107705.2781,,-11133.86
117512.6424,,42212.81
125507.3697,,91927.76
131128.6546,,133196.52
131365.9407,,161943.99
110017.1638,,175271.45
54788.32779,,171770.15
-9815.41095,,151666.57
-71082.39187,,116787.83
-102705.8634,,70368.26
-102657.5837,,16737.27
-98143.24655,,-39070.04
-94411.17578,,-91748.07
-92186.28313,,-136182.52
-91320.77888,,-167921.16
-85924.26311,,-183625.23
-44137.31922,,-181454.78
19294.38344,,-161327.93
79983.48236,,-124997.52
119163.7658,,-75912.65
131272.1975,,-18872.42
135058.896,,40480.54
134197.8621,,96251.35
128245.9501,,142888.84
118253.0216,,175721.06
89456.15166,,191390.06
33693.46663,,188166.94
-27286.83082,,166136.84
-75683.31965,,127240.11
-88296.36434,,75149.68
-90993.90697,,14967.22
-95223.43817,,-47259.83
-100660.947,,-105164.76
-105954.0189,,-152758.77
-108555.8961,,-185101.31
-83318.94378,,-198845.08
-28356.5406,,-192581.95
29697.01942,,-166957.08
83388.86003,,-124560.91
119783.0879,,-69637.37
124754.1606,,-7656.58
119452.1927,,55205.26
111852.8678,,112645.35
103377.2651,,158841.52
94013.49354,,189045.48
74528.2709,,200102.99
29017.79461,,190829.53
-24659.42796,,162174.26
-72415.44991,,117131.77
-96650.55235,,60404.04
-106955.5559,,-2137.6
-115925.0427,,-64107.47
-123275.5927,,-119282.95
-128370.5388,,-162222.96
-120618.1491,,-188772.66
-84705.37778,,-196427.1
-37423.65985,,-184543.75
12957.70859,,-154397.81
62430.56803,,-109071.65
95990.37123,,-53170.71
99779.75187,,7628.09
94826.47119,,67163.42
90955.99842,,119448.35
89086.49851,,159314.39
88890.74193,,182950.06
83473.08141,,188263.19
47692.94532,,175032.05
-3260.091336,,144850.45
-54540.26813,,100901.69
-99980.73876,,47608.57
-126535.8182,,-9797.87
-132729.1289,,-65758.9
-132563.0108,,-114893.6
-127725.378,,-152501.4
-119614.5111,,-175021.47
-102016.3568,,-180396.11
-58830.9537,,-168283.34
-4824.311116,,-140079.14
47925.58228,,-98741.1
81030.70629,,-48441.79
88088.76134,,5890.09
93078.83299,,59071.15
99570.0478,,106146
105871.5857,,142810.56
111498.2798,,165757.86
105019.9842,,172940.95
63871.54029,,163747.07
7074.684748,,139068.58
-51739.23692,,101249.24
-103264.0312,,53888.34
-123246.7143,,1504.49
-120265.0363,,-50911.22
-113644.4943,,-98396.78
-105840.6062,,-136506.82
-97151.81257,,-161724.15
-87647.76142,,-171755.4
-60267.05328,,-165698.91
-2233.252196,,-144093.94
58277.79273,,-108867.25
94342.37711,,-63187.17
107063.6937,,-11224.83
116821.2136,,42181.52
124764.2636,,91953.22
130433.2471,,133260.53
130815.8196,,162021.12
109957.4399,,175338.02
55013.85689,,171811.05
-9603.605819,,151677.98
-70887.03762,,116775.96
-102432.6357,,70345.27
-102341.3065,,16716.11
-97808.59623,,-39080.19
-93977.64134,,-91744.71
-91672.1036,,-136170.11
-90706.91058,,-167908.79
-85511.15817,,-183621.96
-44255.60466,,-181464.32
19111.9038,,-161344.78
79716.02138,,-125006.75
118503.1824,,-75894.39
130542.1448,,-18809.89
134429.7838,,40592.28
133661.0179,,96400.21
127769.9921,,143046.92
117825.1645,,175852.87
89388.7388,,191464.83
33789.80265,,188170.05
-27133.49785,,166075.2
-75348.66933,,127139
-87756.70382,,75042.22
-90361.44201,,14881.26
-94466.38459,,-47311.57
-99826.1988,,-105186.94
-105070.0522,,-152767.42
-107818.3332,,-185112.87
-83266.14896,,-198866.11
-28405.71444,,-192604.54
29786.56051,,-166962.17
83526.59148,,-124527.7
119618.7579,,-69554.31
124297.6933,,-7528.61
119011.3269,,55356.32
111439.2711,,112787.36
102922.1389,,158942.47
93582.68602,,189083.37
74225.36006,,200071.49
28872.15064,,190737.92
-24822.55099,,162042.59
-72289.52018,,116983.87
-95908.0721,,60261.31
-106092.0186,,-2259.91
-115018.1878,,-64200.87
-122337.3112,,-119344.28
-127489.9694,,-162252.07
-120234.4591,,-188770.55
-84636.22148,,-196395.25
-37299.07123,,-184484.63
13079.97263,,-154316.28
62509.38028,,-108976.32
95760.81881,,-53074.55
99260.20792,,7708.81
94267.09643,,67212.12
90266.84943,,119452.53
88295.38087,,159269.93
87985.22806,,182863.7
82750.13658,,188151.51
47343.49815,,174916.78
-3557.771868,,144751.53
-54756.36479,,100830.97
-100080.5169,,47566.91
-125917.7477,,-9818.45
-131938.7265,,-65768.98
-131876.5887,,-114899.21
-127079.4573,,-152499.88
-118953.6147,,-175003.02
-101611.522,,-180350.84
-58651.6033,,-168210.35
-4659.310539,,-139992.68
47960.89804,,-98669.5
80523.36639,,-48418.36
87298.89539,,5841
92131.07432,,58946.79
98483.3954,,105970.14
104732.1832,,142627.52
110434.8285,,165617.2
104519.3052,,172878.89
63899.03294,,163772.48
7210.493947,,139159.81
-51586.75332,,101363.16
-102985.3944,,53977.83
-122691.631,,1537
-119677.543,,-50941.96
-113103.1797,,-98470.36
-105332.4169,,-136586.76
-96670.17718,,-161774.4
-87145.2495,,-171755.49
-60098.43172,,-165651.47
-2259.269626,,-144021.77
58002.68745,,-108801.93
93505.12546,,-63154.35
106071.8126,,-11232.57
115899.0253,,42146.72
123918.116,,91921.11
129690.0069,,133265.13
130272.6275,,162086.64
109953.953,,175468.41
55281.18375,,171987.14
-9324.745455,,151863.2
-70604.51157,,116928.53
-102182.4303,,70432.31
-102066.3353,,16724.39
-97510.37926,,-39140.76
-93578.79681,,-91845.91
-91196.45848,,-136276.56
-90146.59705,,-167990.63
-85160.72752,,-183664.16
-44408.6247,,-181468.93
18960.7613,,-161325.8
79561.79435,,-124980.42
118028.2972,,-75869.82
130054.7874,,-18784.61
134066.2103,,40629.81
133443.9377,,96462.47
127701.3275,,143137.91
117824.0022,,175962.3
89519.22828,,191569.29
33913.27368,,188240.88
-27057.77014,,166089.54
-75200.07493,,127088.8
-87495.72486,,74937.09
-90024.42241,,14743.89
-94057.30296,,-47454.84
-99378.58276,,-105315.63
-104583.3206,,-152872.06
-107406.3012,,-185193.62
-83274.73203,,-198926.44
-28493.5568,,-192644.06
29774.04353,,-166973.06
83595.21134,,-124497.21
119662.5673,,-69472.35
124334.0819,,-7396.68
119076.3705,,55519.83
111503.5995,,112948.74
102925.9387,,159061.28
93570.61607,,189125
74147.79951,,200018.7
28730.44058,,190596.72
-25015.31244,,161840.45
-72355.72605,,116760.95
-95486.02646,,60058.39
-105574.6204,,-2412.49
-114532.3949,,-64289.67
-121907.2636,,-119373.05
-127148.3901,,-162236.65
-119976.7435,,-188730.77
-84329.51085,,-196347.05
-36867.36964,,-184435.08
13524.23591,,-154262.93
62921.09941,,-108911.05
95996.4062,,-52990.18
99357.48271,,7811.73
94332.76586,,67321.21
90205.69506,,119544.48
88139.00806,,159316.79
87739.04595,,182842.92
82521.47824,,188056.1
47171.56853,,174761.32
-3723.755923,,144570.94
-54887.34602,,100671.34
-100169.0299,,47471.3
-125794.0979,,-9824.27
-131810.964,,-65685.17
-131872.4313,,-114751.29
-127242.7144,,-152328.93
-119191.8843,,-174850.51
-101622.0274,,-180244.08
-58506.67459,,-168154.36
-4577.234933,,-139971.48
48022.90178,,-98655.69
80477.45591,,-48386.65
87157.58767,,5902.29
91919.00097,,59030.97
98295.55134,,106055.74
104518.1429,,142688.19
110158.3821,,165633.52
104278.5322,,172846.89
63727.95269,,163705.74
7167.08686,,139084.35
-51531.23159,,101307.55
-102922.4071,,53962.56
-122909.65,,1567.14
-120001.5092,,-50878.13
-113420.6639,,-98396.55
-105528.4864,,-136529.59
-96826.59469,,-161753.54
-87224.6429,,-171776.7
-60197.62876,,-165704.96
-2446.309024,,-144086.54
57805.9921,,-108854.2
93292.78389,,-63176.85
105809.269,,-11220.9
115590.7948,,42183.19
123598.8436,,91964.2
129416.064,,133296.32
130116.5676,,162095.27
109974.3825,,175455.77
55413.86371,,171964.35
-9243.429809,,151843.9
-70565.53013,,116919.93
-102223.3787,,70429.14
-102135.7598,,16709.28
-97568.5832,,-39190.08
-93535.74735,,-91945.62
-91073.92622,,-136427.01
-89929.96394,,-168172.88
-85000.95725,,-183844.79
-44576.30748,,-181611.53
18775.77827,,-161404.1
79389.28358,,-124987.32
117723.1959,,-75818.26
129777.7599,,-18700.23
133908.5858,,40720.53
133397.9825,,96542.73
127768.0251,,143204.88
117912.694,,176023.43
89624.28148,,191632.93
34008.84974,,188306.48
-26943.10569,,166142.9
-75145.89431,,127105.36
-87433.94463,,74892.23
-89878.42082,,14625.78
-93791.13839,,-47636.01
-99029.85084,,-105526.72
-104193.0591,,-153065.44
-107074.9589,,-185322.16
-83276.87779,,-198959.24
-28534.32638,,-192576.69
29852.45345,,-166828.39
83754.04283,,-124316.61
119763.0608,,-69300.81
124321.5202,,-7267.67
119060.0984,,55594.12
111526.8006,,112978.29
102974.9784,,159070.56
93648.93659,,189140.11
74196.43691,,200054.77
28729.72533,,190650.83
-25068.6884,,161892.8
-72330.64739,,116783.98
-95197.28663,,60030.02
-105223.8769,,-2496.92
-114180.4891,,-64412.03
-121544.6736,,-119496.07
-126830.8165,,-162315.9
-119850.9925,,-188730.43
-84269.74228,,-196253.43
-36788.46798,,-184262.49
13578.95298,,-154049.45
63007.46656,,-108705.61
96069.94344,,-52836.06
99412.3339,,7890.68
94395.30604,,67326.32
90171.98863,,119498.12
88019.47093,,159250.68
87496.2613,,182783.96
82197.46735,,188015.98
46911.88597,,174733.96
-3986.031292,,144538.34
-55064.28242,,100614.91
-100228.262,,47383.07
-125602.007,,-9935.58
-131617.1743,,-65796.06
-131774.6647,,-114832.53
-127175.838,,-152357.85
-119092.2849,,-174821.15
-101494.98,,-180170.98
-58323.43499,,-168068.18
-4380.673692,,-139908.31
48108.82188,,-98644.27
80407.98669,,-48438.46
87003.67355,,5796.29
91623.73443,,58896.02
97863.89445,,105923.46
104049.8738,,142585.24
109719.7067,,165573.27
104021.3083,,172827
63652.18027,,163712
7211.745645,,139098.58
-51422.5127,,101315.85
-102818.7845,,53960.3
-122821.5841,,1558.64
-119913.9798,,-50884.48
-113374.2617,,-98395.13
-105540.3329,,-136522.74
-96879.56832,,-161752.3
-87222.58654,,-171796.47
-60233.07863,,-165757.9
-2535.671298,,-144174.19
57581.26766,,-108964.05
92914.19004,,-63284.68
105374.0806,,-11298.46
115186.9881,,42158.2
123222.2615,,92000
129112.6614,,133384.09
129963.1453,,162212.66
110023.6905,,175575.33
55624.01481,,172063.22
-9014.235021,,151910.89
-70382.42464,,116957.19
-102302.9956,,70448.29
-102268.0822,,16724.06
-97694.42352,,-39171.01
-93559.79783,,-91922.47
-91007.63095,,-136407.79
-89776.9886,,-168168.03
-84878.91673,,-183860.31
-44615.73596,,-181643.71
18733.9358,,-161438.45
79346.41294,,-125002.34
117522.2537,,-75792.75
129583.4785,,-18621.35
133820.7434,,40851.45
133405.8503,,96708.87
127946.705,,143377.73
118171.0354,,176170.38
89905.91346,,191726.36
34145.28479,,188331.28
-26919.50225,,166100.11
-75158.50069,,127010.82
-87428.71433,,74770.85
-89787.44922,,14503.4
-93638.07364,,-47740.26
-98906.06688,,-105604.94
-104064.3578,,-153120.78
-106939.3285,,-185364.25
-83310.40541,,-198997.09
-28559.94148,,-192612.31
29945.03438,,-166853.99
83897.63044,,-124317.06
119944.2887,,-69260.73
124602.3476,,-7180.41
119387.2833,,55719.53
111836.5511,,113115.78
103176.9041,,159182.58
93811.29966,,189188.87
74153.16393,,200015.17
28529.31959,,190520
-25364.31257,,161692.43
-72556.93645,,116554.05
-94980.56412,,59816.12
-104916.451,,-2657.91
-113880.2157,,-64502.39
-121270.0601,,-119520.05
-126612.7082,,-162294.19
-119730.606,,-188689.17
-84099.5114,,-196212.71
-36502.36565,,-184229.44
13891.8774,,-154018.45
63282.08009,,-108665.08
96294.48906,,-52778.05
99582.07304,,7962.86
94528.79066,,67396.35
90179.2753,,119541.8
87923.22432,,159245.7
87287.31719,,182720.01
81920.97627,,187900.64
46644.42499,,174591.86
-4213.348533,,144403.82
-55220.43171,,100521.16
-100308.5494,,47352.11
-125486.9402,,-9898.58
-131518.9161,,-65702.6
-131773.413,,-114705.39
-127307.3557,,-152223.28
-119271.7694,,-174701.58
-101456.6244,,-180080.39
-58173.723,,-168011.04
-4287.869249,,-139881.32
48149.18913,,-98639.64
80345.71473,,-48447.46
86841.5787,,5780.66
91342.10245,,58877.46
97506.40065,,105902.18
103641.5075,,142559.19
109303.7408,,165540.34
103713.033,,172787.77
63446.00778,,163671.82
7125.691429,,139067.82
-51370.07551,,101307.52
-102711.7196,,53985.24
-122836.8727,,1619.99
-119969.278,,-50795.29
-113444.4461,,-98298.5
-105583.427,,-136446.23
-96904.78109,,-161722.32
-87160.76161,,-171829.14
-60163.02826,,-165852.83
-2602.011276,,-144313.88
57382.91828,,-109119.17
92536.13264,,-63423.56
104919.7143,,-11396.7
114730.2079,,42111.33
122784.1673,,92000.71
128729.1948,,133418.28
129712.761,,162262.74
110031.7371,,175626.38
55807.56734,,172106.1
-8788.750623,,151941.66
-70236.87008,,116974.14
-102293.1608,,70448.82
-102234.0628,,16703.48
-97629.69287,,-39218.16
-93386.97414,,-91999.32
-90742.22633,,-136512.08
-89403.22273,,-168290.68
-84629.29244,,-183986.51
-44729.50634,,-181756.1
18598.79715,,-161521.14
79171.75641,,-125044.36
117073.2519,,-75789.98
129123.3008,,-18576.79
133463.5625,,40928.92
133152.6051,,96806.45
127783.0455,,143480.94
118043.2729,,176265.26
89944.8949,,191801.16
34159.94753,,188377.65
-26919.05521,,166113.43
-75027.02773,,126989.86
-87110.24667,,74717.13
-89388.51528,,14420.78
-93135.20409,,-47845.21
-98321.70288,,-105721.96
-103427.4225,,-153235.06
-106397.2987,,-185456.91
-83284.16446,,-199047.93
-28616.5808,,-192604.69
30022.2373,,-166780.56
84090.16837,,-124183.88
119907.5425,,-69087.62
124340.4298,,-6996.55
119127.3325,,55883.64
111603.0647,,113237.12
102924.5082,,159251.63
93570.83959,,189210.31
73937.46959,,200003.06
28266.64189,,190489.9
-25692.83851,,161654.06
-72610.62534,,116508.11
-94361.42079,,59756.76
-104188.7676,,-2736.38
-113169.3409,,-64598.09
-120577.4242,,-119619.41
-125976.0858,,-162373.62
-119362.8304,,-188722.49
-83822.43917,,-196181.31
-36146.88351,,-184130.83
14218.70461,,-153869.41
63544.80249,,-108497.73
96253.31715,,-52630.19
99316.80254,,8059.58
94228.2044,,67426.02
89751.4182,,119508.1
87404.0827,,159168.7
86681.54021,,182627.46
81334.28768,,187817.13
46192.83035,,174529.89
-4630.834416,,144360.25
-55538.31822,,100480.24
-100429.5171,,47293.88
-125057.8314,,-9987.67
-131001.3391,,-65821.21
-131339.4763,,-114834.75
-126950.6218,,-152332.08
-118933.2746,,-174757.16
-101125.7292,,-180062.19
-57847.61105,,-167920.96
-3992.781519,,-139746.22
48309.89817,,-98504.27
80063.99334,,-48359.49
86350.06384,,5787.91
90727.7424,,58797.86
96811.17199,,105759.75
102919.4567,,142399.41
108578.2926,,165413.12
103292.4626,,172728.6
63332.28211,,163688.83
7152.73704,,139140.09
-51259.07675,,101394.96
-102542.0252,,54045.98
-122573.9715,,1627.63
-119693.6363,,-50841.68
-113190.128,,-98375.39
-105330.8076,,-136516.87
-96671.33947,,-161752.76
-86893.12183,,-171802.19
-60128.07013,,-165774.1
-2714.127626,,-144207.91
57129.53891,,-109018.05
91928.47811,,-63353.18
104192.6121,,-11366.68
114019.0648,,42110.33
122099.3098,,91991.65
128103.2566,,133427.22
129257.1878,,162307.86
109994.0521,,175710.78
55978.8711,,172216.99
-8635.194139,,152055.52
-70082.28541,,117065.45
-102107.3284,,70498.72
-102034.2382,,16705.21
-97420.92757,,-39258.53
-93087.77369,,-92066.62
-90366.09118,,-136588.02
-88942.24035,,-168359.71
-84281.00756,,-184039.14
-44815.33704,,-181788.92
18439.65273,,-161534.16
79000.13971,,-125037.5
116618.215,,-75760.89
128642.2466,,-18521.3
133100.1679,,41013.61
132902.6232,,96917.58
127700.9252,,143607.17
118088.4681,,176387.03
90215.84275,,191895.09
34432.05767,,188423.48
-26754.76989,,166101.04
-74838.51312,,126923.02
-86969.87772,,74612.28
-89070.40525,,14301.19
-92627.59598,,-47957.54
-97712.39432,,-105812.97
-102764.8273,,-153301.05
-105834.2583,,-185501.76
-83254.74957,,-199076.96
-28615.64202,,-192618.52
30165.86961,,-166772.58
84304.20867,,-124143.02
119961.4996,,-69005.28
124358.1324,,-6874.46
119215.2642,,56028.94
111710.0402,,113375.96
102921.2896,,159349.2
93504.09728,,189238.14
73793.52436,,199949.32
28075.98151,,190364.15
-25920.20046,,161484.5
-72660.0227,,116332.29
-94087.38841,,59609.38
-103855.3243,,-2833.78
-112768.8423,,-64641.73
-120148.986,,-119621.09
-125585.1538,,-162353.02
-119136.8543,,-188697.67
-83636.33855,,-196161.36
-35856.04261,,-184113.4
14605.12157,,-153843.97
63942.39532,,-108452.8
96464.49643,,-52561.37
99334.95216,,8144.26
94224.71752,,67505.84
89638.72071,,119555.03
87189.05892,,159156.87
86356.85877,,182543.41
81044.20674,,187666.95
46099.17654,,174340.36
-4730.925528,,144172.82
-55599.562,,100339.4
-100399.6552,,47233.67
-124785.9448,,-9954.38
-130741.88,,-65706.63
-131173.0899,,-114671.67
-126860.4102,,-152162.53
-118840.6937,,-174618.37
-100990.9482,,-179975.12
-57699.19547,,-167885.67
-3847.718698,,-139745.5
48373.0642,,-98513.45
79926.66422,,-48357.97
86089.12958,,5808.39
90358.98332,,58831.71
96365.65702,,105792.75
102436.4802,,142417.93
108109.04,,165412.5
103021.6936,,172716.83
63244.75267,,163683.64
7128.597156,,139160.95
-51224.65506,,101453.84
-102469.4267,,54141.09
-122607.7673,,1743.02
-119802.7575,,-50730.45
-113344.1762,,-98292.3
-105401.5285,,-136476.9
-96697.93805,,-161757.4
-86858.11899,,-171840.46
-60157.52973,,-165828.15
-2783.775661,,-144260.29
57013.62276,,-109057.53
91719.75752,,-63376.74
103937.3104,,-11377.57
113722.1442,,42107.03
121770.2474,,91993.33
127813.2651,,133435.68
129060.1795,,162327.89
109976.0812,,175746.18
56127.73372,,172266.08
-8466.617282,,152108.6
-69971.73369,,117105.79
-102116.5373,,70507.32
-102057.9758,,16667.67
-97429.55535,,-39345.72
-92988.66606,,-92192.97
-90192.82045,,-136730.99
-88672.36539,,-168491.23
-84067.19077,,-184134.65
-45041.53669,,-181835.47
18231.73681,,-161534.34
78856.90973,,-125007.35
116209.5357,,-75722.66
128215.1941,,-18493.85
132761.6284,,41022.53
132671.2826,,96913.64
127488.5836,,143605.1
117816.3132,,176401.33
90040.78389,,191929.88
34329.77609,,188466.58
-26815.83486,,166125.41
-74775.92823,,126896.09
-86672.33129,,74509.52
-88802.49724,,14118.57
-92332.19532,,-48197.95
-97335.00747,,-106067.09
-102350.2472,,-153515.7
-105453.6081,,-185631.65
-83201.95475,,-199099.26
-28690.78859,,-192539.39
30172.75395,,-166623.28
84369.38636,,-123967.44
119923.9039,,-68844.2
124127.1048,,-6752.65
118938.0579,,56107.77
111482.6782,,113425.05
102776.0926,,159388.01
93448.97788,,189280.02
73860.35608,,199993.19
28111.61019,,190393.85
-25941.47932,,161475.97
-72526.26986,,116265.64
-93609.50811,,59480.64
-103303.0126,,-3006.3
-112222.3869,,-64819.66
-119619.6073,,-119756.35
-125075.2658,,-162403.05
-118942.9306,,-188639.84
-83558.46507,,-196001.25
-35659.52607,,-183883.73
14808.29892,,-153594.15
64111.64273,,-108232.95
96538.92774,,-52406.58
99280.81623,,8223.51
94166.91591,,67523.65
89439.87959,,119540.81
86888.60677,,159140.84
85982.51176,,182543.27
80706.74011,,187681.34
45862.15864,,174351.87
-4952.923054,,144158.93
-55854.95303,,100286.15
-100572.4341,,47145.43
-124509.2302,,-10053.92
-130411.8789,,-65783
-130931.3334,,-114694.1
-126769.2151,,-152117.66
-118832.6918,,-174516.79
-100852.4568,,-179847.61
-57515.95587,,-167770.68
-3763.407917,,-139673.61
48405.51894,,-98495.91
79723.44216,,-48384.44
85756.35681,,5762.26
89945.11842,,58790.94
95932.65902,,105770.58
101980.2364,,142410.44
107616.1841,,165402.68
102682.8411,,172685.68
63089.54216,,163622.47
7095.069539,,139078.24
-51182.45497,,101373.01
-102381.3608,,54089.89
-122496.2321,,1739.75
-119699.5371,,-50687.24
-113255.0822,,-98225.18
-105288.4734,,-136421.2
-96587.52043,,-161746.55
-86710.32926,,-171891.66
-60170.40434,,-165934.75
-2954.319472,,-144394.35
56691.31061,,-109181.01
91101.9106,,-63456.52
103235.6892,,-11397.63
113076.5364,,42141.24
121200.2332,,92059.5
127302.9747,,133505.6
128696.6507,,162379.54
109942.1066,,175771.55
56254.87045,,172271.83
-8349.98588,,152109.86
-69866.8593,,117116.5
-101991.0099,,70531.81
-101920.4231,,16697.16
-97292.98619,,-39330.05
-92769.44015,,-92211.93
-89881.68417,,-136797.56
-88286.8872,,-168603.22
-83773.53356,,-184272.66
-45120.57246,,-181967.1
18086.98691,,-161623.2
78659.05209,,-125023.98
115828.1256,,-75653.49
127873.7042,,-18345.52
132545.2188,,41224.95
132557.4675,,97133.82
127528.4591,,143805.8
117958.6939,,176554.44
90292.59864,,192023.19
34539.39075,,188505
-26683.91486,,166126.65
-74673.24432,,126882.29
-86508.00127,,74498.28
-88544.73693,,14116.61
-91970.6335,,-48195.87
-96922.26016,,-106073.66
-101915.6399,,-153542.74
-105054.4059,,-185681.67
-83122.51665,,-199160.63
-28647.82854,,-192587.87
30298.77309,,-166629.77
84497.10423,,-123909.41
119978.9786,,-68716.17
124185.5322,,-6571.32
119028.1354,,56306.37
111592.6041,,113595.94
102830.4521,,159491.45
93460.7349,,189294.32
73781.36501,,199921.12
27991.58132,,190260.32
-26108.04452,,161318.09
-72514.95987,,116119.18
-93199.66652,,59368.52
-102811.4084,,-3079.23
-111730.8273,,-64863.73
-119170.3819,,-119788.17
-124703.2433,,-162434.89
-118717.9826,,-188672.33
-83395.87848,,-196022.76
-35447.67624,,-183876.48
14983.5813,,-153544.18
64276.86683,,-108139.18
96593.19777,,-52284.65
99267.71811,,8344.7
94141.34552,,67611.35
89335.72046,,119569.99
86698.21461,,159103.09
85665.69813,,182449.3
80304.3193,,187556.38
45539.39945,,174225.96
-5235.180883,,144056.4
-56006.14023,,100218.67
-100547.7131,,47111.05
-124222.055,,-10065.82
-130169.4519,,-65783.97
-130784.5272,,-114689.98
-126726.1209,,-152106.41
-118839.0844,,-174491.73
-100714.5465,,-179804.11
-57339.86882,,-167712.59
-3673.285684,,-139615.62
48465.42161,,-98459.84
79627.06144,,-48390.74
85542.98705,,5704.24
89629.95882,,58688.94
95598.0087,,105648.49
101624.486,,142300.04
107213.1821,,165331.36
102365.357,,172665.61
62922.70874,,163646.23
7009.015323,,139123.11
-51174.36363,,101412.11
-102313.0539,,54104.84
-122537.404,,1728.82
-119829.5796,,-50709.55
-113428.934,,-98237.08
-105366.6151,,-136406.36
-96608.35226,,-161704.33
-86674.16414,,-171839.09
-60222.17098,,-165899
-3116.816654,,-144398.86
56465.24506,,-109232.32
90825.33012,,-63538.39
102905.5539,,-11475.88
112670.7182,,42104.87
120760.7532,,92090.96
126898.587,,133607.13
128423.423,,162528.53
109884.6626,,175930.17
56400.20149,,172402.44
-8060.441382,,152189.2
-69633.5965,,117142.15
-102075.0078,,70518.78
-101967.8535,,16667.35
-97294.90844,,-39359.69
-92670.64544,,-92236.53
-89686.91107,,-136823.79
-87991.21833,,-168642.14
-83536.29214,,-184330.59
-45161.92319,,-182039.32
18040.22706,,-161693.71
78551.04846,,-125070.85
115459.0089,,-75656.92
127478.0336,,-18294.66
132247.2253,,41328.95
132349.7304,,97278.71
127467.4836,,143971.51
118011.8016,,176716.71
90446.06572,,192156.65
34614.26909,,188586.13
-26714.40264,,166137.57
-74571.40977,,126815.64
-86322.34768,,74361.67
-88280.62871,,13933.89
-91621.32044,,-48388.66
-96524.98025,,-106237.84
-101488.4086,,-153648.99
-104673.2193,,-185719.41
-83112.19014,,-199140.22
-28756.2792,,-192534.07
30292.24638,,-166569.11
84554.05647,,-123857.63
119945.9875,,-68671.98
124098.8075,,-6520.01
118954.017,,56381.25
111542.3127,,113698.85
102747.8847,,159606.56
93384.38134,,189387.55
73735.00749,,199952.54
27904.72244,,190201.26
-26295.44154,,161165.12
-72464.98137,,115898.24
-92698.4063,,59127.22
-102239.919,,-3287.75
-111180.5721,,-64998.25
-118656.2918,,-119830.99
-124239.1764,,-162393.62
-118447.3477,,-188572.67
-83192.70112,,-195896.63
-35176.28135,,-183751.16
15210.3174,,-153436.47
64448.84115,,-108055.4
