code,,cygnus
-98255.72053,,48667.48
-129978.9256,,-9170.81
-137158.3059,,-65603.06
-134958.179,,-115199.79
-128683.1503,,-153213.97
-120019.8823,,-176039.59
-103782.3682,,-181579.68
-61774.36552,,-169468.41
-7384.077595,,-141102.95
47576.0904,,-99471.09
84473.05375,,-48799.75
94263.02841,,5916.56
101235.7892,,59432.87
108498.4074,,106748.87
115387.2598,,143537.73
120768.0846,,166490.06
110659.2847,,173570.92
65576.62077,,164188.36
6716.07336,,139261.78
-53705.29636,,101168.4
-106060.458,,53547.93
-124313.8312,,963.7
-120416.7152,,-51551.71
-113822.6377,,-99008.9
-106480.7602,,-136959.85
-98239.35905,,-161914.72
-90113.65057,,-171634.43
-59811.34591,,-165286.55
574.3504255,,-143477.08
62579.25184,,-108179.52
102438.0895,,-62577.21
116714.8193,,-10822.12
126234.4272,,42293.43
133862.1836,,91749.37
137605.7431,,132771.87
135294.3939,,161320.36
108799.3513,,174521.39
51297.38764,,170982.96
-12957.35096,,150942.32
-73650.78612,,116232.69
-103561.0859,,70087.43
-103052.2261,,16821.36
-99538.93418,,-38565.78
-97682.35358,,-90827.36
-97004.51458,,-134925.28
-97916.37634,,-166484.28
-89211.08713,,-182220.95
-41423.1916,,-180309.33
21782.49023,,-160631.88
82145.92423,,-124863.98
124724.4328,,-76357.26
136987.0468,,-19820.09
138884.9335,,39167.9
135821.8504,,94740.32
128484.6221,,141347.54
117763.3396,,174307.43
87303.41045,,190252.49
32228.66741,,187446.06
-28331.41724,,165956.69
-77137.03241,,127683.7
-91982.25641,,76225.54
-96382.91256,,16582.33
-102377.9633,,-45304.24
-108629.0757,,-103145.99
-114492.9665,,-150978.8
-114806.3379,,-183823.39
-82778.03156,,-198242.03
-28302.27057,,-192712.04
27795.95885,,-167770.92
80229.30684,,-125929.98
117641.5226,,-71388
124645.9782,,-9595.56
118988.2152,,53278.22
111492.3789,,110932.86
103567.1656,,157540.5
94660.88947,,188327.69
76384.44917,,200084.27
31695.17597,,191537.48
-20634.63874,,163528.68
-69805.92845,,118948.96
-102596.3846,,62427.16
-115411.6679,,-190.86
-124242.4398,,-62494.53
-131371.931,,-118197.74
-134820.984,,-161776.47
-124339.0887,,-188991.43
-88401.10462,,-197262.65
-42308.6336,,-185885.11
8359.775944,,-156083.37
58226.69664,,-110901.86
94393.4732,,-54925.93
99858.16179,,6161.99
96099.26893,,66163.89
94376.03883,,119026.83
94205.1821,,159497.7
96007.71618,,183678.89
89815.92534,,189407.8
52059.49271,,176419.21
469.1631161,,146292.69
-51628.8193,,102221.58
-98444.81628,,48654.93
-129847.0503,,-9139.55
-136923.4338,,-65558.04
-134818.4359,,-115165.75
-128567.2341,,-153200.93
-119946.2557,,-176040.95
-103703.6453,,-181577.94
-61591.84117,,-169445.27
-7215.724256,,-141049.26
47593.83769,,-99392.52
84250.02804,,-48715.94
93831.95267,,5978.88
100668.5913,,59450.17
107884.9414,,106710.66
114756.0018,,143451.92
120184.6147,,166381.69
110366.7897,,173474.06
65541.03679,,164134
6788.135384,,139266.31
-53533.90319,,101227.38
-105837.7452,,53638.09
-124269.9771,,1052.65
-120443.8055,,-51491.97
-113818.3014,,-98990.65
-106455.2792,,-136975.41
-98153.26013,,-161941.39
-89957.99303,,-171646.05
-59862.3973,,-165266.2
400.8114816,,-143424.73
62402.80716,,-108111.14
102028.2927,,-62516.03
116190.0897,,-10786.72
125705.9426,,42298.18
133369.9087,,91734.15
137252.4514,,132756.99
135099.5314,,161325.33
108986.1225,,174555.36
51599.49381,,171040.49
-12719.4837,,151005.99
-73486.14317,,116280.72
-103516.7847,,70102.31
-103051.779,,16795.84
-99436.56319,,-38627.31
-97466.92746,,-90911.63
-96676.52508,,-135015.03
-97483.73598,,-166563.14
-89058.82705,,-182276.99
-41578.62563,,-180337.04
21658.66156,,-160632.65
81995.13936,,-124845.15
124424.2489,,-76329.63
136677.5199,,-19794.07
138688.0146,,39186.49
135765.8816,,94752.76
128485.6055,,141361.32
117811.0829,,174331.33
87430.68128,,190289.41
32323.12588,,187487.4
-28269.3688,,165981.77
-77063.31635,,127666.15
-91734.19675,,76144.6
-96000.51892,,16434.15
-101844.3378,,-45501.1
-108025.8915,,-103354.34
-113881.4227,,-151155.03
-114458.2319,,-183932.98
-82897.43458,,-198271.25
-28318.94497,,-192670.61
27916.79238,,-167684.91
80484.07203,,-125828.77
117783.188,,-71292.25
124565.646,,-9511.83
118929.0278,,53354.27
111462.3828,,111007.48
103561.7117,,157612.84
94602.10438,,188386.03
76265.44848,,200109.64
31500.8052,,191512.53
-20928.65359,,163446.89
-70062.79469,,118819.42
-102263.2095,,62272.66
-114853.0531,,-341.08
-123715.8327,,-62613.78
-130884.1712,,-118268.58
-134472.7885,,-161793.05
-124092.549,,-188957.87
-88102.79824,,-197189.35
-41965.89195,,-185785.24
8648.158151,,-155970.44
58506.09344,,-110788.22
94520.07348,,-54821.41
99933.71069,,6251.39
96044.95419,,66236.67
94188.5524,,119084.9
93894.31404,,159543.53
95567.2527,,183712.06
89521.91049,,189423.18
51953.90307,,176408.72
352.8893415,,146250.53
-51738.65577,,102150.57
-98446.64913,,48570.14
-129646.1528,,-9212.92
-136725.6208,,-65592.9
-134768.9938,,-115144.09
-128588.2447,,-153122.35
-120028.5101,,-175924.06
-103684.1993,,-181453.2
-61338.28298,,-169342.39
-6954.253549,,-140985.03
47580.51605,,-99365.12
84008.80802,,-48708.41
93380.49214,,5988.03
100049.3586,,59474.9
107176.7935,,106750.2
113965.6441,,143492.16
119381.9635,,166404.02
109794.3616,,173466.96
65292.17247,,164100.88
6720.588412,,139225.49
-53428.13473,,101204.02
-105628.5775,,53652.01
-124130.2787,,1108.03
-120353.2362,,-51410.24
-113722.1442,,-98912.18
-106277.1358,,-136933.44
-97903.72525,,-161960.4
-89702.7361,,-171732.83
-59935.35339,,-165407.55
190.0345314,,-143592.12
62112.94974,,-108270.28
101475.8916,,-62637.66
115549.6228,,-10855.13
125125.4231,,42281.5
132865.2958,,91752.7
136930.0946,,132786.29
134969.4443,,161342.43
109184.9636,,174547.32
51904.95275,,171008.56
-12425.29004,,150963.52
-73242.37505,,116245.49
-103523.7138,,70086.33
-103137.0286,,16797.45
-99433.21042,,-38624.85
-97344.12698,,-90933.44
-96447.37499,,-135082.3
-97177.11475,,-166680.67
-88923.33077,,-182426.94
-41706.65642,,-180482.69
21498.84659,,-160731.52
81863.53229,,-124865.94
124188.7509,,-76265.35
136472.4203,,-19665.12
138606.2072,,39340.8
135862.2176,,94890.35
128730.4465,,141453.44
118103.1755,,174371.38
87666.35807,,190290.8
32406.632,,187472.5
-28230.78969,,165968.25
-77045.9714,,127657.89
-91604.64604,,76131.53
-95761.13173,,16400.42
-101576.0275,,-45565.68
-107750.7863,,-103445.93
-113553.5227,,-151255.03
-114208.3394,,-184014.94
-82951.43639,,-198311.65
-28289.843,,-192657.86
28046.03017,,-167622.22
80647.46328,,-125730.39
118084.8918,,-71175.86
124917.4178,,-9391.67
119319.2445,,53470.05
111727.4298,,111114.59
103702.7512,,157706.27
94665.35981,,188456.71
76140.68105,,200145.21
31290.07295,,191502.2
-21177.60732,,163387.81
-70231.28214,,118720.78
-102063.7425,,62154.87
-114478.7508,,-452.23
-123301.2078,,-62695.3
-130479.0682,,-118307.13
-134179.2207,,-161787.38
-123943.4628,,-188916.25
-87916.38469,,-197123.86
-41693.11126,,-185706.16
8908.51127,,-155883.56
58731.35432,,-110695.88
94615.33661,,-54726.06
99966.97008,,6343.91
95973.74153,,66316.18
93980.68118,,119139.27
93578.17096,,159562.96
95127.01274,,183693.08
89052.21093,,189370.28
51532.30447,,176332.73
27.0009073,,146164.97
-51959.17809,,102067.65
-98557.29026,,48498.55
-129505.158,,-9268.03
-136541.4872,,-65628.37
-134699.9269,,-115157.45
-128567.2788,,-153111.9
-120000.8833,,-175890.64
-103597.9216,,-181402.34
-61291.92547,,-169284.96
-6974.146601,,-140935.22
47560.57829,,-99335.89
83854.98331,,-48706.39
93113.83583,,5965.56
99712.29431,,59439.01
106838.7457,,106715.22
113646.1036,,143468.73
119146.4656,,166393.63
109761.5939,,173460.94
65412.73778,,164084.84
6875.441298,,139187.11
-53253.4335,,101140.7
-105529.0229,,53574.28
-124217.4058,,1036.77
-120491.5935,,-51451.78
-113848.6998,,-98908.09
-106466.8127,,-136881.99
-98074.49258,,-161874.9
-89706.35709,,-171636.06
-59985.01897,,-165322.42
25.65980263,,-143532.74
61875.70833,,-108237.34
101077.673,,-62619.75
115063.1148,,-10834.91
124619.8266,,42319.39
132346.1541,,91815.43
136525.9303,,132870.67
134720.1329,,161436.83
109235.2997,,174636.36
52116.31085,,171078.25
-12243.03391,,151005.1
-73107.05758,,116257.12
-103466.6274,,70072.78
-103097.7789,,16768.16
-99301.37984,,-38658.53
-97073.04502,,-90961.65
-96089.52356,,-135099.59
-96673.03821,,-166687.59
-88741.07465,,-182429.25
-42008.94141,,-180487.83
21304.11819,,-160743.25
81693.212,,-124879.74
123789.504,,-76267.21
136060.7011,,-19635.6
138315.0087,,39418.02
135667.8469,,95018.87
128484.2197,,141618.29
117879.6134,,174540.62
87622.81688,,190425.33
32474.13426,,187540.39
-28148.71408,,165957.41
-76898.13696,,127581.03
-91294.89556,,76020.67
-95331.66532,,16293.18
-100992.3787,,-45641.59
-107092.4827,,-103482.64
-112871.4368,,-151264.36
-113785.7126,,-184018.48
-83014.82594,,-198326.67
-28266.28426,,-192686.35
28197.35148,,-167649
80909.55984,,-125730.94
118216.4989,,-71129.81
124763.6825,,-9294.89
119163.587,,53600.92
111598.3709,,111247.32
103614.1936,,157805.12
94546.13561,,188495.55
76006.30236,,200115.74
31131.64379,,191414.23
-21465.45308,,163262.81
-70469.99877,,118582.71
-101618.6299,,62022.83
-113808.5114,,-566.9
-122679.3823,,-62787.7
-129876.5546,,-118375.49
-133694.7243,,-161830.38
-123645.6482,,-188932.34
-87593.31257,,-197112.3
-41326.67677,,-185668.4
9232.343344,,-155823.93
59044.14464,,-110621.44
94715.65124,,-54646.32
99901.65828,,6416.89
95809.63502,,66367.79
93696.41169,,119153.56
93184.28852,,159526.16
94608.18405,,183599.11
88677.6851,,189225.88
51368.10855,,176159.06
-96.69364651,,145993.26
-52109.2477,,101929.49
-98622.73617,,48414.54
-129242.525,,-9295.82
-136205.6746,,-65615.84
-134506.3161,,-115129.59
-128483.9515,,-153089.82
-119960.5161,,-175881.4
-103510.2133,,-181397.51
-61117.76067,,-169268.91
-6810.665943,,-140898.66
47559.05838,,-99286.55
83599.99461,,-48669.71
92686.8728,,5957.6
99222.56758,,59365.81
106315.089,,106582.68
113078.1905,,143312.38
118559.4193,,166266.57
109378.2168,,173411.3
65286.49512,,164133.56
6889.657007,,139317.48
-53137.33854,,101305.36
-105366.1681,,53716.55
-124171.1377,,1115.8
-120498.0755,,-51444.53
-113824.7387,,-98948.98
-106414.2414,,-136931.09
-97976.27902,,-161898.57
-89545.0669,,-171624.22
-60103.93025,,-165291.56
-238.7166308,,-143514.03
61563.49916,,-108257.01
100528.2224,,-62682.96
114411.1144,,-10921.72
123994.1566,,42244.25
131734.2081,,91784.95
136047.156,,132899.9
134402.2911,,161517.34
109316.3025,,174742.71
52267.85568,,171181.62
-12123.18386,,151085.87
