Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:56:44.494
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,830897,-1823.81,-2252.56,2556.19,3967.35,421.82,-3801.99,1355.63,167.28,,,,,
0.001,830898,-1807.22,-2272.76,2555.24,3953.37,422.56,-3796.17,1356.14,165.94,,,,,
0.002,830899,-1795.09,-2285.9,2555.2,3941.65,423.02,-3791.96,1356.53,164.77,,,,,
0.003,830900,-1791.5,-2287.89,2556.45,3933.84,423.05,-3790.29,1356.74,163.85,,,,,
0.004,830901,-1799.12,-2279.22,2558.52,3930.62,422.72,-3791.06,1356.74,163.14,,,,,
0.005,830902,-1817.51,-2264.41,2560.42,3931.81,422.27,-3793.28,1356.58,162.53,,,,,
0.006,830903,-1842.0,-2249.76,2561.12,3936.74,421.97,-3795.62,1356.34,161.88,,,,,
0.007,830904,-1864.31,-2240.41,2560.19,3944.48,421.99,-3797.05,1356.1,161.13,,,,,
0.008,830905,-1875.6,-2238.19,2558.11,3953.83,422.31,-3797.26,1355.94,160.33,,,,,
0.009,830906,-1870.8,-2241.37,2556.04,3963.06,422.75,-3796.63,1355.89,159.58,,,,,
0.010,830907,-1852.02,-2246.2,2555.32,3969.92,423.1,-3795.92,1355.95,159.02,,,,,
0.011,830908,-1828.68,-2249.53,2556.73,3971.97,423.19,-3795.74,1356.07,158.68,,,,,
0.012,830909,-1813.64,-2250.82,2560.12,3967.58,423.02,-3796.22,1356.21,158.51,,,,,
0.013,830910,-1816.76,-2252.59,2564.47,3956.92,422.72,-3797.05,1356.35,158.42,,,,,
0.014,830911,-1839.25,-2258.85,2568.3,3942.53,422.45,-3797.73,1356.47,158.31,,,,,
0.015,830912,-1872.01,-2272.25,2570.38,3928.77,422.32,-3797.95,1356.6,158.14,,,,,
0.016,830913,-1899.46,-2291.63,2570.19,3920.3,422.31,-3797.78,1356.72,157.96,,,,,
0.017,830914,-1907.26,-2311.22,2568.1,3920.15,422.31,-3797.61,1356.86,157.87,,,,,
0.018,830915,-1889.94,-2322.44,2565.1,3928.28,422.2,-3797.85,1357.0,157.9,,,,,
0.019,830916,-1854.35,-2317.59,2562.31,3941.53,421.89,-3798.61,1357.14,158.04,,,,,
0.020,830917,-1816.71,-2293.83,2560.55,3955.03,421.43,-3799.62,1357.27,158.16,,,,,
0.021,830918,-1794.58,-2255.52,2560.03,3964.45,420.96,-3800.42,1357.37,158.14,,,,,
0.022,830919,-1797.71,-2213.51,2560.49,3967.9,420.62,-3800.62,1357.43,157.9,,,,,
0.023,830920,-1822.86,-2181.43,2561.42,3966.62,420.49,-3800.27,1357.42,157.48,,,,,
0.024,830921,-1855.31,-2170.34,2562.31,3963.9,420.54,-3799.79,1357.29,157.01,,,,,
0.025,830922,-1876.46,-2184.04,2562.87,3963.18,420.69,-3799.74,1357.03,156.66,,,,,
0.026,830923,-1873.46,-2217.17,2563.0,3966.09,420.81,-3800.41,1356.63,156.52,,,,,
0.027,830924,-1845.91,-2257.09,2562.69,3971.75,420.83,-3801.6,1356.15,156.59,,,,,
0.028,830925,-1805.86,-2288.8,2561.99,3977.54,420.77,-3802.7,1355.66,156.74,,,,,
0.029,830926,-1771.36,-2300.89,2560.93,3980.88,420.71,-3803.07,1355.28,156.8,,,,,
0.030,830927,-1757.02,-2290.02,2559.68,3980.88,420.74,-3802.52,1355.09,156.66,,,,,
0.031,830928,-1766.61,-2261.99,2558.56,3978.93,420.92,-3801.47,1355.08,156.34,,,,,
0.032,830929,-1791.69,-2229.1,2558.01,3977.79,421.23,-3800.76,1355.15,155.96,,,,,
0.033,830930,-1816.78,-2204.88,2558.49,3979.82,421.57,-3801.11,1355.15,155.69,,,,,
0.034,830931,-1828.07,-2198.56,2560.2,3985.44,421.82,-3802.63,1354.92,155.63,,,,,
0.035,830932,-1820.91,-2211.64,2562.95,3992.8,421.87,-3804.64,1354.39,155.78,,,,,
0.036,830933,-1801.97,-2237.72,2566.04,3998.81,421.67,-3806.2,1353.62,156.0,,,,,
0.037,830934,-1785.09,-2265.66,2568.55,4001.04,421.26,-3806.79,1352.75,156.15,,,,,
0.038,830935,-1783.21,-2284.38,2569.6,3999.19,420.71,-3806.95,1351.99,156.09,,,,,
0.039,830936,-1800.74,-2287.34,2568.76,3995.34,420.15,-3808.29,1351.48,155.85,,,,,
0.040,830937,-1830.65,-2274.73,2566.32,3992.62,419.72,-3812.57,1351.25,155.52,,,,,
0.041,830938,-1857.72,-2252.82,2563.22,3993.28,419.53,-3820.47,1351.2,155.28,,,,,
0.042,830939,-1866.29,-2230.8,2560.75,3997.15,419.64,-3830.48,1351.16,155.23,,,,,
0.043,830940,-1848.47,-2216.84,2560.13,4001.62,420.03,-3838.91,1350.98,155.38,,,,,
0.044,830941,-1808.58,-2214.87,2561.93,4003.1,420.64,-3841.22,1350.61,155.64,,,,,
0.045,830942,-1761.78,-2223.58,2565.85,3999.28,421.33,-3834.13,1350.15,155.86,,,,,
0.046,830943,-1727.42,-2237.63,2570.7,3990.73,421.94,-3817.67,1349.76,155.95,,,,,
0.047,830944,-1720.61,-2250.57,2574.84,3980.92,422.37,-3795.87,1349.64,155.91,,,,,
0.048,830945,-1745.74,-2257.92,2576.7,3974.48,422.6,-3775.57,1349.87,155.84,,,,,
0.049,830946,-1794.95,-2259.16,2575.46,3974.73,422.67,-3763.66,1350.37,155.84,,,,,
0.050,830947,-1851.84,-2257.77,2571.42,3981.68,422.68,-3763.91,1350.97,156.01,,,,,
0.051,830948,-1898.46,-2259.34,2565.92,3991.85,422.72,-3775.02,1351.45,156.33,,,,,
