Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-09-06 16:36:55.743
Device ID: STEEG_DG819201
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGAST,RGAST,LTA,RTA,LBFL,RBFL,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,1871569,-2804.34,-4113.88,9536.64,5735.55,-1382.95,2028.11,1713.53,6953.72,,,,,
0.001,1871570,-2795.36,-4106.52,9535.09,5738.71,-1382.84,2028.37,1712.9,6954.77,,,,,
0.002,1871571,-2786.86,-4098.95,9533.85,5741.16,-1382.73,2028.55,1712.37,6955.53,,,,,
0.003,1871572,-2779.83,-4091.69,9533.15,5742.63,-1382.62,2028.56,1712.0,6955.84,,,,,
0.004,1871573,-2775.79,-4086.11,9533.12,5743.42,-1382.54,2028.42,1711.84,6955.77,,,,,
0.005,1871574,-2776.13,-4083.76,9533.74,5744.27,-1382.53,2028.17,1711.87,6955.54,,,,,
0.006,1871575,-2781.06,-4085.38,9534.87,5745.84,-1382.64,2027.9,1712.04,6955.37,,,,,
0.007,1871576,-2789.02,-4090.03,9536.3,5748.34,-1382.91,2027.69,1712.29,6955.41,,,,,
0.008,1871577,-2796.82,-4095.28,9537.78,5751.29,-1383.37,2027.63,1712.51,6955.58,,,,,
0.009,1871578,-2800.9,-4098.25,9539.06,5753.68,-1384.0,2027.74,1712.65,6955.68,,,,,
0.010,1871579,-2799.1,-4097.15,9539.92,5754.5,-1384.73,2028.0,1712.67,6955.51,,,,,
0.011,1871580,-2792.02,-4092.4,9540.25,5753.18,-1385.48,2028.36,1712.59,6954.97,,,,,
0.012,1871581,-2783.16,-4086.65,9540.01,5749.89,-1386.1,2028.73,1712.43,6954.15,,,,,
0.013,1871582,-2777.58,-4083.46,9539.25,5745.49,-1386.46,2028.98,1712.23,6953.3,,,,,
0.014,1871583,-2779.47,-4085.46,9538.11,5741.15,-1386.49,2029.03,1712.02,6952.71,,,,,
0.015,1871584,-2789.95,-4092.76,9536.75,5737.81,-1386.15,2028.83,1711.82,6952.55,,,,,
0.016,1871585,-2805.98,-4102.67,9535.36,5735.96,-1385.51,2028.41,1711.61,6952.83,,,,,
0.017,1871586,-2821.27,-4110.81,9534.1,5735.48,-1384.71,2027.86,1711.42,6953.37,,,,,
0.018,1871587,-2828.93,-4113.25,9533.15,5735.95,-1383.91,2027.33,1711.27,6953.92,,,,,
0.019,1871588,-2824.6,-4108.37,9532.65,5736.94,-1383.28,2026.97,1711.21,6954.32,,,,,
0.020,1871589,-2808.68,-4097.78,9532.77,5738.23,-1382.92,2026.86,1711.27,6954.49,,,,,
0.021,1871590,-2786.58,-4085.48,9533.61,5739.83,-1382.83,2027.02,1711.47,6954.52,,,,,
0.022,1871591,-2766.61,-4076.07,9535.15,5741.85,-1382.98,2027.36,1711.78,6954.53,,,,,
0.023,1871592,-2756.53,-4072.61,9537.21,5744.23,-1383.25,2027.74,1712.14,6954.63,,,,,
0.024,1871593,-2760.16,-4075.47,9539.36,5746.7,-1383.57,2028.0,1712.45,6954.82,,,,,
0.025,1871594,-2775.69,-4082.5,9541.07,5748.78,-1383.89,2028.08,1712.64,6955.0,,,,,
0.026,1871595,-2796.42,-4090.44,9541.78,5750.02,-1384.21,2028.02,1712.69,6955.08,,,,,
0.027,1871596,-2813.71,-4096.67,9541.17,5750.16,-1384.59,2027.92,1712.63,6954.99,,,,,
0.028,1871597,-2820.69,-4100.38,9539.29,5749.26,-1385.07,2027.93,1712.52,6954.74,,,,,
0.029,1871598,-2815.16,-4102.63,9536.58,5747.59,-1385.66,2028.14,1712.43,6954.43,,,,,
0.030,1871599,-2800.37,-4105.27,9533.78,5745.49,-1386.28,2028.56,1712.4,6954.18,,,,,
0.031,1871600,-2783.35,-4109.44,9531.64,5743.19,-1386.84,2029.06,1712.4,6954.04,,,,,
0.032,1871601,-2771.65,-4114.64,9530.64,5740.82,-1387.19,2029.48,1712.4,6954.01,,,,,
0.033,1871602,-2770.06,-4118.74,9530.8,5738.48,-1387.25,2029.67,1712.34,6954.01,,,,,
0.034,1871603,-2778.62,-4119.08,9531.73,5736.37,-1386.99,2029.55,1712.21,6953.97,,,,,
0.035,1871604,-2792.95,-4114.01,9532.79,5734.83,-1386.47,2029.17,1712.06,6953.86,,,,,
0.036,1871605,-2806.44,-4104.02,9533.38,5734.28,-1385.81,2028.69,1711.96,6953.69,,,,,
0.037,1871606,-2813.32,-4091.87,9533.26,5734.98,-1385.14,2028.29,1711.95,6953.52,,,,,
0.038,1871607,-2811.08,-4081.56,9532.6,5736.92,-1384.59,2028.09,1712.03,6953.39,,,,,
0.039,1871608,-2801.23,-4076.61,9531.89,5739.7,-1384.22,2028.15,1712.12,6953.27,,,,,
0.040,1871609,-2788.17,-4078.48,9531.7,5742.68,-1384.06,2028.39,1712.11,6953.14,,,,,
0.041,1871610,-2776.95,-4085.86,9532.39,5745.22,-1384.13,2028.71,1711.88,6952.92,,,,,
0.042,1871611,-2770.96,-4095.19,9533.93,5746.95,-1384.4,2028.96,1711.42,6952.6,,,,,
0.043,1871612,-2770.7,-4102.26,9535.96,5747.79,-1384.87,2029.09,1710.81,6952.21,,,,,
0.044,1871613,-2774.12,-4104.02,9537.89,5747.9,-1385.48,2029.07,1710.19,6951.84,,,,,
0.045,1871614,-2778.1,-4100.03,9539.19,5747.45,-1386.18,2028.97,1709.73,6951.59,,,,,
0.046,1871615,-2780.33,-4092.68,9539.56,5746.46,-1386.87,2028.87,1709.51,6951.5,,,,,
0.047,1871616,-2780.42,-4086.21,9538.98,5744.81,-1387.43,2028.86,1709.5,6951.53,,,,,
