Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:57:42.808
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,889247,-1572.53,-2479.17,3186.73,4234.14,518.78,-4185.01,1160.55,29.41,,,,,
0.001,889248,-1595.43,-2480.39,3189.4,4236.24,518.65,-4161.11,1161.22,29.56,,,,,
0.002,889249,-1609.55,-2481.9,3190.9,4237.05,518.68,-4145.64,1161.69,29.56,,,,,
0.003,889250,-1610.12,-2483.45,3190.73,4235.73,518.94,-4143.4,1161.86,29.35,,,,,
0.004,889251,-1598.35,-2484.24,3189.33,4232.26,519.4,-4153.63,1161.76,28.97,,,,,
0.005,889252,-1580.42,-2483.46,3187.8,4227.32,519.92,-4170.71,1161.54,28.54,,,,,
0.006,889253,-1564.1,-2481.07,3187.3,4222.1,520.35,-4187.03,1161.39,28.21,,,,,
0.007,889254,-1555.11,-2478.32,3188.3,4217.79,520.62,-4196.37,1161.46,28.08,,,,,
0.008,889255,-1554.96,-2477.3,3190.37,4215.3,520.73,-4196.44,1161.76,28.16,,,,,
0.009,889256,-1561.27,-2479.9,3192.35,4214.94,520.79,-4189.08,1162.23,28.36,,,,,
0.010,889257,-1569.93,-2486.41,3193.04,4216.38,520.86,-4178.63,1162.7,28.54,,,,,
0.011,889258,-1577.59,-2495.02,3191.95,4218.7,520.98,-4169.31,1163.03,28.59,,,,,
0.012,889259,-1582.87,-2502.31,3189.61,4220.63,521.09,-4163.31,1163.16,28.45,,,,,
0.013,889260,-1585.97,-2504.97,3187.35,4220.93,521.09,-4160.41,1163.09,28.14,,,,,
0.014,889261,-1587.11,-2501.75,3186.63,4218.93,520.92,-4159.2,1162.89,27.73,,,,,
0.015,889262,-1585.47,-2494.42,3188.2,4214.92,520.62,-4158.83,1162.66,27.31,,,,,
0.016,889263,-1579.48,-2487.15,3191.67,4210.37,520.32,-4160.05,1162.45,26.94,,,,,
0.017,889264,-1568.5,-2484.44,3195.58,4207.61,520.19,-4164.75,1162.31,26.65,,,,,
0.018,889265,-1554.6,-2488.5,3198.14,4208.87,520.35,-4174.3,1162.25,26.46,,,,,
0.019,889266,-1542.95,-2497.73,3198.04,4215.25,520.79,-4187.67,1162.33,26.39,,,,,
0.020,889267,-1540.02,-2507.2,3195.12,4225.79,521.37,-4200.79,1162.6,26.43,,,,,
0.021,889268,-1550.12,-2511.18,3190.45,4237.47,521.89,-4207.85,1163.11,26.6,,,,,
0.022,889269,-1572.38,-2506.44,3185.8,4246.16,522.18,-4204.04,1163.89,26.87,,,,,
0.023,889270,-1599.91,-2494.46,3182.86,4248.4,522.22,-4188.26,1164.87,27.16,,,,,
0.024,889271,-1622.44,-2481.24,3182.45,4242.98,522.1,-4164.4,1165.9,27.37,,,,,
0.025,889272,-1631.17,-2474.53,3184.22,4231.81,522.04,-4139.98,1166.78,27.38,,,,,
0.026,889273,-1623.62,-2479.7,3186.99,4219.17,522.19,-4122.88,1167.35,27.15,,,,,
0.027,889274,-1605.56,-2496.57,3189.31,4209.88,522.64,-4117.59,1167.54,26.73,,,,,
0.028,889275,-1588.62,-2518.91,3190.21,4207.0,523.28,-4123.08,1167.35,26.25,,,,,
0.029,889276,-1584.45,-2537.1,3189.54,4210.38,523.94,-4133.38,1166.93,25.86,,,,,
0.030,889277,-1598.18,-2542.82,3187.96,4216.8,524.42,-4140.8,1166.4,25.73,,,,,
0.031,889278,-1624.66,-2533.23,3186.44,4221.73,524.64,-4139.98,1165.89,25.91,,,,,
0.032,889279,-1649.83,-2512.52,3185.74,4221.72,524.65,-4130.75,1165.46,26.35,,,,,
0.033,889280,-1656.88,-2489.81,3186.03,4216.34,524.6,-4118.15,1165.11,26.88,,,,,
0.034,889281,-1634.58,-2474.59,3186.9,4208.39,524.65,-4109.7,1164.83,27.34,,,,,
0.035,889282,-1583.68,-2472.0,3187.66,4202.38,524.9,-4111.3,1164.66,27.58,,,,,
0.036,889283,-1518.26,-2480.46,3187.71,4201.99,525.29,-4124.01,1164.65,27.53,,,,,
0.037,889284,-1460.88,-2493.01,3186.93,4207.96,525.67,-4143.44,1164.86,27.25,,,,,
0.038,889285,-1433.74,-2501.35,3185.67,4217.61,525.88,-4162.02,1165.31,26.86,,,,,
0.039,889286,-1449.42,-2500.51,3184.53,4226.22,525.8,-4172.79,1165.91,26.49,,,,,
0.040,889287,-1505.56,-2491.38,3184.02,4229.62,525.43,-4172.75,1166.51,26.22,,,,,
0.041,889288,-1585.41,-2479.87,3184.29,4226.45,524.88,-4163.91,1166.92,26.08,,,,,
0.042,889289,-1664.32,-2473.26,3185.06,4218.9,524.33,-4151.79,1166.99,26.01,,,,,
0.043,889290,-1718.95,-2475.93,3185.79,4211.44,523.9,-4142.23,1166.71,25.91,,,,,
0.044,889291,-1735.61,-2487.0,3185.96,4208.26,523.65,-4138.61,1166.19,25.68,,,,,
0.045,889292,-1714.32,-2501.08,3185.39,4210.86,523.53,-4140.78,1165.64,25.25,,,,,
0.046,889293,-1667.46,-2511.69,3184.31,4217.17,523.46,-4146.23,1165.25,24.6,,,,,
0.047,889294,-1613.88,-2515.04,3183.2,4222.7,523.36,-4152.47,1165.15,23.79,,,,,
0.048,889295,-1571.37,-2511.99,3182.61,4223.07,523.2,-4158.8,1165.32,22.91,,,,,
0.049,889296,-1550.46,-2506.89,3182.82,4216.54,523.01,-4166.49,1165.65,22.08,,,,,
0.050,889297,-1551.96,-2504.24,3183.7,4205.09,522.84,-4177.13,1165.98,21.43,,,,,
0.051,889298,-1568.52,-2505.32,3184.82,4193.47,522.78,-4190.38,1166.23,21.02,,,,,
0.052,889299,-1589.15,-2507.12,3185.6,4186.72,522.85,-4202.8,1166.38,20.87,,,,,
0.053,889300,-1604.47,-2504.42,3185.64,4187.58,523.07,-4208.8,1166.51,20.94,,,,,
0.054,889301,-1610.29,-2493.77,3184.91,4195.15,523.39,-4203.39,1166.75,21.14,,,,,
0.055,889302,-1608.36,-2476.89,3183.81,4205.61,523.78,-4185.3,1167.16,21.38,,,,,
0.056,889303,-1604.23,-2460.99,3182.98,4214.28,524.19,-4158.56,1167.72,21.58,,,,,
0.057,889304,-1603.64,-2455.43,3183.02,4218.17,524.56,-4131.34,1168.36,21.7,,,,,
0.058,889305,-1609.14,-2466.23,3184.18,4217.25,524.83,-4112.58,1168.94,21.76,,,,,
0.059,889306,-1618.79,-2491.78,3186.2,4214.09,524.93,-4107.9,1169.38,21.76,,,,,
0.060,889307,-1627.27,-2522.4,3188.38,4212.0,524.84,-4117.16,1169.65,21.75,,,,,
0.061,889308,-1628.88,-2544.58,3189.81,4212.97,524.58,-4134.73,1169.76,21.72,,,,,
0.062,889309,-1620.78,-2547.87,3189.75,4216.47,524.23,-4152.53,1169.76,21.67,,,,,
0.063,889310,-1604.74,-2530.71,3187.96,4219.89,523.91,-4163.88,1169.7,21.59,,,,,
0.064,889311,-1586.46,-2501.83,3184.8,4220.27,523.73,-4166.42,1169.58,21.49,,,,,
0.065,889312,-1572.87,-2476.05,3181.14,4216.16,523.76,-4162.36,1169.39,21.4,,,,,
0.066,889313,-1568.63,-2466.5,3178.03,4208.67,523.99,-4156.44,1169.17,21.38,,,,,
0.067,889314,-1573.85,-2477.42,3176.27,4200.96,524.33,-4152.85,1168.95,21.45,,,,,
0.068,889315,-1584.21,-2501.59,3176.11,4196.52,524.64,-4153.07,1168.82,21.63,,,,,
0.069,889316,-1593.45,-2524.02,3177.18,4197.29,524.81,-4155.6,1168.87,21.83,,,,,
0.070,889317,-1596.96,-2530.11,3178.63,4202.57,524.79,-4157.73,1169.11,21.97,,,,,
0.071,889318,-1594.4,-2513.98,3179.51,4209.39,524.62,-4157.72,1169.52,21.94,,,,,
0.072,889319,-1589.98,-2482.43,3179.14,4214.06,524.38,-4156.05,1170.01,21.68,,,,,
0.073,889320,-1589.91,-2452.08,3177.44,4214.03,524.18,-4154.91,1170.48,21.23,,,,,
0.074,889321,-1598.57,-2441.14,3174.83,4209.03,524.09,-4156.32,1170.89,20.68,,,,,
0.075,889322,-1615.39,-2459.9,3172.15,4201.01,524.13,-4160.26,1171.26,20.19,,,,,
0.076,889323,-1634.28,-2504.96,3170.18,4193.04,524.26,-4164.28,1171.67,19.86,,,,,
0.077,889324,-1646.23,-2560.15,3169.41,4187.71,524.42,-4164.88,1172.18,19.76,,,,,
0.078,889325,-1643.83,-2603.92,3169.82,4186.14,524.53,-4159.95,1172.78,19.85,,,,,
0.079,889326,-1625.33,-2619.15,3170.96,4187.79,524.57,-4150.64,1173.36,20.05,,,,,
0.080,889327,-1596.15,-2600.84,3172.17,4191.16,524.53,-4141.32,1173.76,20.24,,,,,
0.081,889328,-1566.85,-2557.72,3172.88,4194.87,524.43,-4137.44,1173.85,20.33,,,,,
