Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:31:48.685
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,1563323,-2794.73,-2653.96,2569.02,3836.1,-517.53,-3143.64,654.24,-663.36,,,,,
0.001,1563324,-2795.46,-2663.58,2572.09,3823.39,-515.56,-3148.23,655.13,-657.85,,,,,
0.002,1563325,-2792.52,-2670.92,2573.75,3809.84,-514.13,-3152.76,655.6,-655.97,,,,,
0.003,1563326,-2784.88,-2674.1,2573.16,3795.18,-513.51,-3157.03,655.74,-659.46,,,,,
0.004,1563327,-2774.99,-2672.03,2570.36,3779.91,-513.58,-3160.67,656.08,-667.3,,,,,
0.005,1563328,-2767.5,-2664.83,2566.17,3765.26,-513.95,-3163.27,657.07,-676.27,,,,,
0.006,1563329,-2766.31,-2653.99,2561.78,3752.62,-514.2,-3164.62,658.24,-682.61,,,,,
0.007,1563330,-2772.02,-2642.09,2558.17,3743.01,-514.14,-3164.79,657.9,-683.95,,,,,
0.008,1563331,-2781.24,-2632.07,2555.77,3736.68,-513.92,-3164.23,653.71,-680.42,,,,,
0.009,1563332,-2788.44,-2626.21,2554.37,3733.12,-513.96,-3163.5,643.97,-674.43,,,,,
0.010,1563333,-2789.17,-2625.28,2553.37,3731.42,-514.64,-3163.04,629.2,-669.33,,,,,
0.011,1563334,-2782.94,-2628.32,2552.12,3730.83,-516.1,-3162.97,612.72,-667.67,,,,,
0.012,1563335,-2773.74,-2633.08,2550.17,3731.2,-518.03,-3163.05,600.0,-669.99,,,,,
0.013,1563336,-2767.88,-2637.12,2547.39,3733.06,-519.83,-3162.88,596.7,-674.77,,,,,
0.014,1563337,-2770.18,-2638.8,2543.89,3737.3,-520.84,-3162.09,606.32,-679.4,,,,,
0.015,1563338,-2780.84,-2637.95,2539.87,3744.53,-520.61,-3160.61,628.6,-681.61,,,,,
0.016,1563339,-2794.84,-2635.58,2535.59,3754.53,-519.12,-3158.61,659.38,-680.54,,,,,
0.017,1563340,-2804.55,-2633.17,2531.4,3765.99,-516.75,-3156.42,692.18,-676.97,,,,,
0.018,1563341,-2804.2,-2631.71,2527.81,3776.63,-514.1,-3154.28,720.47,-672.7,,,,,
0.019,1563342,-2793.68,-2631.2,2525.5,3783.8,-511.75,-3152.29,739.79,-669.5,,,,,
0.020,1563343,-2779.37,-2630.88,2525.15,3785.22,-510.09,-3150.46,748.66,-668.4,,,,,
0.021,1563344,-2771.1,-2629.86,2527.15,3779.65,-509.32,-3148.93,748.11,-669.49,,,,,
0.022,1563345,-2776.81,-2627.95,2531.34,3767.28,-509.43,-3148.11,740.39,-672.29,,,,,
0.023,1563346,-2797.43,-2625.94,2537.0,3749.78,-510.36,-3148.71,727.68,-676.34,,,,,
0.024,1563347,-2825.21,-2625.23,2543.04,3730.06,-512.01,-3151.37,711.53,-681.41,,,,,
0.025,1563348,-2846.53,-2626.97,2548.49,3711.77,-514.17,-3156.28,693.12,-687.3,,,,,
0.026,1563349,-2848.24,-2631.28,2552.85,3698.69,-516.42,-3162.76,673.93,-693.38,,,,,
0.027,1563350,-2824.42,-2636.96,2556.24,3693.89,-518.16,-3169.32,656.14,-698.24,,,,,
0.028,1563351,-2780.03,-2642.01,2559.12,3698.95,-518.71,-3174.04,642.33,-700.0,,,,,
0.029,1563352,-2729.6,-2644.59,2561.86,3713.27,-517.6,-3175.34,634.58,-697.12,,,,,
0.030,1563353,-2691.16,-2643.98,2564.28,3733.72,-514.8,-3172.71,633.55,-689.43,,,,,
0.031,1563354,-2678.41,-2640.91,2565.6,3755.05,-510.9,-3167.06,638.26,-678.71,,,,,
0.032,1563355,-2694.82,-2637.12,2564.86,3770.99,-506.96,-3160.55,646.63,-668.36,,,,,
0.033,1563356,-2732.39,-2634.44,2561.57,3776.02,-504.18,-3155.73,656.79,-662.08,,,,,
0.034,1563357,-2775.63,-2633.79,2556.3,3767.13,-503.43,-3154.59,668.1,-662.29,,,,,
0.035,1563358,-2808.73,-2634.84,2550.77,3745.13,-504.87,-3157.7,681.37,-668.8,,,,,
0.036,1563359,-2822.18,-2636.37,2547.23,3714.74,-507.9,-3163.96,697.98,-678.74,,,,,
0.037,1563360,-2816.12,-2637.07,2547.45,3683.4,-511.39,-3171.11,718.23,-687.62,,,,,
0.038,1563361,-2798.76,-2636.38,2551.62,3659.18,-514.13,-3176.62,740.05,-691.32,,,,,
0.039,1563362,-2781.43,-2634.78,2558.05,3648.26,-515.41,-3178.75,758.72,-687.88,,,,,
0.040,1563363,-2772.82,-2633.38,2563.58,3653.18,-515.22,-3177.2,768.19,-678.46,,,,,
0.041,1563364,-2775.38,-2633.19,2564.89,3672.17,-514.26,-3173.11,763.43,-666.8,,,,,
0.042,1563365,-2785.38,-2634.36,2560.07,3699.91,-513.54,-3168.5,742.79,-657.64,,,,,
0.043,1563366,-2796.06,-2636.11,2549.54,3729.27,-513.92,-3165.31,709.3,-654.69,,,,,
0.044,1563367,-2801.84,-2637.2,2536.13,3753.48,-515.67,-3164.58,670.1,-659.17,,,,,
0.045,1563368,-2801.09,-2636.75,2523.97,3767.85,-518.4,-3166.12,634.2,-669.45,,,,,
0.046,1563369,-2796.24,-2634.93,2516.84,3770.8,-521.19,-3168.68,609.4,-681.95,,,,,
0.047,1563370,-2791.51,-2632.97,2516.69,3763.82,-523.07,-3170.62,599.73,-692.64,,,,,
0.048,1563371,-2789.86,-2632.5,2522.92,3750.71,-523.42,-3170.72,604.29,-698.68,,,,,
0.049,1563372,-2791.15,-2634.62,2532.87,3736.31,-522.25,-3168.7,618.06,-699.14,,,,,
0.050,1563373,-2792.49,-2639.1,2543.06,3725.13,-520.19,-3165.33,634.19,-695.06,,,,,
0.051,1563374,-2790.42,-2644.34,2550.66,3720.18,-518.16,-3162.02,646.75,-688.52,,,,,
0.052,1563375,-2783.44,-2648.01,2554.49,3722.16,-517.05,-3160.22,652.83,-681.68,,,,,
0.053,1563376,-2773.27,-2648.22,2555.06,3729.43,-517.35,-3160.74,653.15,-676.01,,,,,
0.054,1563377,-2764.07,-2644.44,2553.94,3738.57,-518.98,-3163.47,651.1,-671.98,,,,,
0.055,1563378,-2760.04,-2637.88,2552.68,3745.65,-521.43,-3167.45,650.66,-669.35,,,,,
