Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-09-06 16:44:00.268
Device ID: STEEG_DG819201
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGAST,RGAST,LTA,RTA,LBFL,RBFL,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,82998,-2675.55,-4159.88,9555.91,5373.14,-1337.57,2121.45,1202.08,6783.58,,,,,
0.001,82999,-2644.53,-4142.7,9557.87,5379.99,-1338.68,2121.57,1201.76,6795.35,,,,,
0.002,83000,-2621.06,-4129.11,9559.7,5385.64,-1339.8,2121.73,1201.55,6803.35,,,,,
0.003,83001,-2609.88,-4121.15,9561.18,5389.21,-1340.86,2121.95,1201.5,6805.54,,,,,
0.004,83002,-2611.29,-4118.76,9561.9,5390.34,-1341.74,2122.28,1201.6,6802.47,,,,,
0.005,83003,-2621.35,-4120.43,9561.53,5389.23,-1342.28,2122.71,1201.77,6796.79,,,,,
0.006,83004,-2633.71,-4124.58,9559.94,5386.49,-1342.39,2123.19,1201.88,6791.79,,,,,
0.007,83005,-2642.32,-4130.51,9557.44,5382.95,-1342.05,2123.61,1201.85,6789.7,,,,,
0.008,83006,-2643.84,-4138.19,9554.66,5379.44,-1341.39,2123.87,1201.61,6790.79,,,,,
0.009,83007,-2638.67,-4147.22,9552.35,5376.57,-1340.61,2123.85,1201.2,6793.52,,,,,
0.010,83008,-2630.33,-4155.72,9551.0,5374.68,-1339.91,2123.55,1200.68,6795.66,,,,,
0.011,83009,-2623.47,-4160.41,9550.7,5373.86,-1339.36,2123.05,1200.17,6795.72,,,,,
0.012,83010,-2621.56,-4158.1,9551.11,5373.97,-1338.97,2122.53,1199.75,6793.73,,,,,
0.013,83011,-2625.29,-4147.99,9551.75,5374.75,-1338.66,2122.18,1199.45,6791.07,,,,,
0.014,83012,-2632.45,-4132.99,9552.29,5375.93,-1338.35,2122.09,1199.27,6789.55,,,,,
0.015,83013,-2639.19,-4119.11,9552.79,5377.31,-1338.06,2122.28,1199.17,6790.19,,,,,
0.016,83014,-2642.11,-4112.58,9553.58,5378.8,-1337.87,2122.59,1199.1,6792.63,,,,,
0.017,83015,-2640.07,-4116.29,9555.07,5380.4,-1337.91,2122.85,1199.03,6795.31,,,,,
0.018,83016,-2634.79,-4127.71,9557.34,5382.14,-1338.26,2122.88,1198.94,6796.46,,,,,
0.019,83017,-2630.08,-4139.75,9560.03,5383.95,-1338.89,2122.62,1198.83,6795.09,,,,,
0.020,83018,-2629.83,-4144.67,9562.43,5385.54,-1339.65,2122.14,1198.73,6791.62,,,,,
0.021,83019,-2635.97,-4138.8,9563.82,5386.47,-1340.35,2121.59,1198.62,6787.57,,,,,
0.022,83020,-2647.28,-4125.56,9563.85,5386.23,-1340.8,2121.16,1198.5,6784.76,,,,,
0.023,83021,-2659.68,-4114.39,9562.69,5384.55,-1340.9,2120.94,1198.35,6784.25,,,,,
0.024,83022,-2667.96,-4116.01,9560.92,5381.55,-1340.68,2120.97,1198.19,6785.91,,,,,
0.025,83023,-2668.13,-4136.08,9559.23,5377.84,-1340.22,2121.15,1197.99,6788.55,,,,,
0.026,83024,-2659.3,-4170.99,9558.02,5374.39,-1339.59,2121.37,1197.78,6790.68,,,,,
0.027,83025,-2644.16,-4208.26,9557.23,5372.12,-1338.84,2121.54,1197.58,6791.33,,,,,
0.028,83026,-2627.98,-4231.82,9556.48,5371.61,-1337.97,2121.65,1197.36,6790.52,,,,,
0.029,83027,-2616.3,-4229.68,9555.4,5372.79,-1336.97,2121.71,1197.14,6789.06,,,,,
0.030,83028,-2612.68,-4200.06,9553.95,5375.02,-1335.9,2121.81,1196.89,6787.98,,,,,
0.031,83029,-2617.28,-4152.68,9552.54,5377.37,-1334.86,2122.0,1196.6,6787.93,,,,,
0.032,83030,-2627.04,-4104.53,9551.87,5379.11,-1334.0,2122.27,1196.3,6788.88,,,,,
0.033,83031,-2637.24,-4072.14,9552.5,5380.01,-1333.48,2122.58,1196.05,6790.3,,,,,
0.034,83032,-2643.61,-4064.29,9554.51,5380.36,-1333.36,2122.85,1195.89,6791.66,,,,,
0.035,83033,-2644.18,-4078.79,9557.36,5380.78,-1333.59,2123.02,1195.87,6792.78,,,,,
0.036,83034,-2639.83,-4104.7,9560.13,5381.73,-1334.04,2123.05,1196.03,6793.89,,,,,
0.037,83035,-2633.54,-4128.41,9561.91,5383.19,-1334.52,2122.95,1196.32,6795.3,,,,,
0.038,83036,-2628.83,-4140.36,9562.27,5384.58,-1334.87,2122.78,1196.67,6796.94,,,,,
0.039,83037,-2628.05,-4138.92,9561.4,5385.05,-1335.0,2122.58,1197.0,6798.09,,,,,
0.040,83038,-2631.46,-4129.75,9559.97,5383.93,-1334.88,2122.39,1197.26,6797.63,,,,,
0.041,83039,-2637.37,-4121.64,9558.72,5381.14,-1334.52,2122.23,1197.42,6794.57,,,,,
0.042,83040,-2643.1,-4121.34,9558.11,5377.33,-1333.95,2122.1,1197.5,6788.75,,,,,
0.043,83041,-2646.34,-4130.21,9558.09,5373.56,-1333.21,2121.98,1197.55,6781.17,,,,,
0.044,83042,-2646.0,-4144.21,9558.23,5370.89,-1332.36,2121.86,1197.61,6773.78,,,,,
0.045,83043,-2642.48,-4156.66,9558.09,5369.86,-1331.51,2121.7,1197.7,6768.75,,,,,
0.046,83044,-2637.19,-4162.03,9557.51,5370.35,-1330.84,2121.51,1197.8,6767.59,,,,,
0.047,83045,-2631.79,-4158.45,9556.81,5371.77,-1330.53,2121.3,1197.89,6770.49,,,,,
0.048,83046,-2627.6,-4148.08,9556.57,5373.44,-1330.72,2121.09,1197.94,6776.29,,,,,
0.049,83047,-2625.27,-4135.47,9557.34,5375.02,-1331.44,2120.96,1197.94,6782.94,,,,,
0.050,83048,-2624.9,-4125.21,9559.29,5376.67,-1332.57,2120.95,1197.91,6788.36,,,,,
