Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 15:54:38.396
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,448517,-4051.88,-2801.52,314.85,2306.3,-342.61,-1921.98,-538.19,-1315.0,,,,,
0.001,448518,-4072.74,-2799.71,310.98,2281.48,-342.11,-1930.07,-537.94,-1321.58,,,,,
0.002,448519,-4089.5,-2799.02,308.23,2261.77,-341.49,-1937.31,-537.69,-1325.4,,,,,
0.003,448520,-4099.11,-2799.85,307.23,2249.91,-340.72,-1942.94,-537.45,-1325.33,,,,,
0.004,448521,-4100.52,-2801.64,307.95,2245.12,-339.94,-1946.42,-537.22,-1322.54,,,,,
0.005,448522,-4095.21,-2803.34,309.7,2243.91,-339.38,-1947.56,-537.02,-1319.86,,,,,
0.006,448523,-4086.98,-2804.16,311.56,2242.27,-339.25,-1946.62,-536.86,-1320.13,,,,,
0.007,448524,-4080.65,-2804.13,312.76,2238.04,-339.65,-1944.36,-536.78,-1324.59,,,,,
0.008,448525,-4080.05,-2804.08,313.04,2232.24,-340.47,-1941.79,-536.8,-1332.02,,,,,
0.009,448526,-4086.07,-2804.94,312.65,2228.45,-341.43,-1939.89,-536.94,-1339.33,,,,,
0.010,448527,-4095.85,-2806.99,312.14,2230.85,-342.23,-1939.34,-537.19,-1343.14,,,,,
0.011,448528,-4103.8,-2809.47,312.02,2241.74,-342.65,-1940.27,-537.53,-1341.59,,,,,
0.012,448529,-4104.32,-2810.95,312.44,2260.01,-342.65,-1942.32,-537.93,-1335.29,,,,,
0.013,448530,-4094.9,-2810.27,313.2,2281.27,-342.38,-1944.85,-538.39,-1327.03,,,,,
0.014,448531,-4078.05,-2807.31,313.85,2299.61,-342.07,-1947.2,-538.9,-1320.45,,,,,
0.015,448532,-4060.71,-2803.19,314.0,2309.95,-341.91,-1948.93,-539.48,-1318.23,,,,,
0.016,448533,-4051.2,-2799.55,313.59,2310.01,-341.97,-1949.82,-540.09,-1320.99,,,,,
0.017,448534,-4055.11,-2797.5,312.89,2300.93,-342.16,-1949.82,-540.69,-1327.09,,,,,
0.018,448535,-4072.16,-2796.83,312.39,2286.43,-342.28,-1948.92,-541.18,-1333.7,,,,,
0.019,448536,-4095.88,-2796.19,312.54,2271.08,-342.15,-1947.07,-541.47,-1338.09,,,,,
0.020,448537,-4116.41,-2794.17,313.49,2258.61,-341.72,-1944.34,-541.47,-1338.88,,,,,
0.021,448538,-4125.14,-2790.48,315.02,2250.88,-341.11,-1941.03,-541.19,-1336.43,,,,,
0.022,448539,-4118.83,-2786.56,316.62,2247.84,-340.54,-1937.77,-540.73,-1332.35,,,,,
0.023,448540,-4101.15,-2784.88,317.77,2248.22,-340.24,-1935.43,-540.22,-1328.68,,,,,
0.024,448541,-4080.86,-2787.35,318.15,2250.45,-340.37,-1934.79,-539.79,-1326.97,,,,,
0.025,448542,-4067.49,-2793.76,317.81,2253.38,-340.88,-1936.16,-539.49,-1327.8,,,,,
0.026,448543,-4066.94,-2801.33,317.1,2256.5,-341.61,-1939.13,-539.29,-1330.77,,,,,
0.027,448544,-4079.01,-2805.98,316.49,2259.89,-342.29,-1942.61,-539.05,-1334.75,,,,,
0.028,448545,-4098.05,-2804.77,316.33,2263.82,-342.74,-1945.26,-538.65,-1338.28,,,,,
0.029,448546,-4116.08,-2797.93,316.76,2268.39,-342.85,-1946.03,-538.05,-1339.96,,,,,
0.030,448547,-4126.59,-2789.37,317.6,2273.28,-342.69,-1944.67,-537.31,-1338.73,,,,,
0.031,448548,-4127.13,-2784.84,318.51,2277.62,-342.42,-1941.87,-536.61,-1334.23,,,,,
0.032,448549,-4119.57,-2788.64,319.15,2280.12,-342.18,-1938.92,-536.19,-1327.06,,,,,
0.033,448550,-4108.4,-2800.71,319.29,2279.46,-342.05,-1937.12,-536.17,-1318.85,,,,,
0.034,448551,-4098.35,-2815.89,318.88,2274.93,-341.99,-1937.11,-536.57,-1311.9,,,,,
0.035,448552,-4092.53,-2826.18,317.98,2267.0,-341.85,-1938.61,-537.22,-1308.47,,,,,
0.036,448553,-4092.01,-2824.95,316.73,2257.59,-341.5,-1940.53,-537.88,-1309.83,,,,,
0.037,448554,-4096.3,-2811.04,315.24,2249.7,-340.87,-1941.54,-538.31,-1315.58,,,,,
0.038,448555,-4104.19,-2790.21,313.61,2246.31,-340.01,-1940.73,-538.41,-1323.67,,,,,
0.039,448556,-4113.98,-2772.94,311.95,2249.05,-339.1,-1938.07,-538.23,-1331.18,,,,,
0.040,448557,-4123.38,-2769.33,310.43,2257.09,-338.38,-1934.44,-537.94,-1335.61,,,,,
0.041,448558,-4129.41,-2783.83,309.3,2267.17,-338.04,-1931.18,-537.76,-1336.08,,,,,
0.042,448559,-4129.05,-2812.39,308.85,2274.71,-338.13,-1929.51,-537.81,-1333.74,,,,,
0.043,448560,-4120.71,-2843.91,309.29,2275.89,-338.57,-1930.03,-538.12,-1331.16,,,,,
0.044,448561,-4105.65,-2865.26,310.64,2269.61,-339.16,-1932.48,-538.59,-1330.88,,,,,
0.045,448562,-4088.36,-2867.53,312.66,2258.33,-339.65,-1935.96,-539.07,-1334.02,,,,,
0.046,448563,-4075.2,-2850.11,314.89,2247.31,-339.92,-1939.36,-539.44,-1339.45,,,,,
0.047,448564,-4071.49,-2820.76,316.72,2242.32,-339.93,-1941.77,-539.67,-1344.27,,,,,
0.048,448565,-4078.67,-2791.57,317.64,2246.94,-339.8,-1942.74,-539.79,-1345.22,,,,,
0.049,448566,-4093.09,-2772.97,317.39,2260.77,-339.72,-1942.28,-539.88,-1340.38,,,,,
0.050,448567,-4107.44,-2769.08,316.06,2279.37,-339.85,-1940.71,-539.96,-1330.32,,,,,
0.051,448568,-4114.36,-2776.57,314.08,2296.12,-340.25,-1938.46,-539.99,-1318.02,,,,,
0.052,448569,-4110.38,-2787.47,312.06,2305.04,-340.86,-1935.96,-539.89,-1307.6,,,,,
0.053,448570,-4097.87,-2793.99,310.59,2303.31,-341.52,-1933.6,-539.59,-1302.51,,,,,
0.054,448571,-4083.89,-2792.76,310.05,2292.19,-342.06,-1931.77,-539.09,-1304.08,,,,,
0.055,448572,-4076.3,-2786.05,310.44,2276.15,-342.35,-1930.78,-538.49,-1311.07,,,,,
0.056,448573,-4079.37,-2779.65,311.47,2260.63,-342.34,-1930.8,-537.95,-1320.32,,,,,
0.057,448574,-4091.43,-2778.86,312.64,2249.76,-342.1,-1931.72,-537.6,-1328.31,,,,,
0.058,448575,-4105.87,-2785.07,313.52,2244.99,-341.7,-1933.14,-537.52,-1332.51,,,,,
0.059,448576,-4115.11,-2794.95,313.85,2245.22,-341.24,-1934.5,-537.68,-1332.23,,,,,
0.060,448577,-4115.13,-2802.63,313.69,2248.09,-340.78,-1935.31,-537.95,-1328.5,,,,,
0.061,448578,-4107.82,-2803.4,313.32,2251.49,-340.36,-1935.37,-538.19,-1323.23,,,,,
0.062,448579,-4099.73,-2796.7,313.09,2254.48,-340.01,-1934.85,-538.31,-1318.27,,,,,
0.063,448580,-4097.89,-2786.55,313.24,2257.25,-339.76,-1934.18,-538.34,-1314.74,,,,,
0.064,448581,-4105.22,-2779.24,313.76,2260.32,-339.69,-1933.8,-538.35,-1312.9,,,,,
0.065,448582,-4118.43,-2779.57,314.42,2263.76,-339.79,-1933.85,-538.49,-1312.47,,,,,
0.066,448583,-4129.84,-2787.98,314.88,2266.82,-340.05,-1934.15,-538.84,-1313.03,,,,,
0.067,448584,-4132.14,-2800.18,314.87,2268.39,-340.37,-1934.28,-539.39,-1314.23,,,,,
0.068,448585,-4123.17,-2809.57,314.38,2267.72,-340.62,-1933.93,-540.08,-1315.88,,,,,
0.069,448586,-4107.83,-2810.97,313.7,2264.96,-340.69,-1933.1,-540.78,-1317.75,,,,,
0.070,448587,-4095.41,-2803.64,313.3,2261.1,-340.58,-1932.16,-541.38,-1319.53,,,,,
0.071,448588,-4093.98,-2791.69,313.61,2257.39,-340.36,-1931.63,-541.8,-1320.9,,,,,
0.072,448589,-4104.9,-2781.88,314.83,2254.6,-340.19,-1931.84,-542.06,-1321.63,,,,,
0.073,448590,-4121.03,-2779.94,316.73,2252.77,-340.18,-1932.62,-542.17,-1321.75,,,,,
0.074,448591,-4130.07,-2787.47,318.73,2251.54,-340.38,-1933.44,-542.17,-1321.42,,,,,
0.075,448592,-4121.5,-2801.24,320.1,2250.82,-340.68,-1933.64,-542.08,-1320.82,,,,,
0.076,448593,-4093.25,-2815.02,320.22,2251.28,-340.89,-1932.98,-541.94,-1319.91,,,,,
0.077,448594,-4054.26,-2822.9,318.85,2254.13,-340.82,-1931.85,-541.77,-1318.51,,,,,
0.078,448595,-4020.89,-2822.27,316.25,2260.19,-340.37,-1931.2,-541.62,-1316.51,,,,,
