Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:13:34.315
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,468912,-3576.99,-2899.65,2269.95,3751.87,-573.19,-3084.45,1461.71,-79.08,,,,,
0.001,468913,-3573.41,-2910.51,2268.97,3768.57,-578.32,-3081.09,1464.17,-83.45,,,,,
0.002,468914,-3574.27,-2922.7,2267.71,3779.51,-581.53,-3079.09,1461.99,-86.62,,,,,
0.003,468915,-3580.68,-2935.8,2266.07,3781.88,-581.79,-3079.02,1452.89,-87.8,,,,,
0.004,468916,-3589.19,-2947.15,2264.25,3777.04,-579.39,-3080.33,1438.32,-86.82,,,,,
0.005,468917,-3593.51,-2953.19,2262.64,3769.36,-575.69,-3081.68,1423.1,-84.06,,,,,
0.006,468918,-3588.3,-2951.7,2261.75,3763.45,-572.36,-3081.7,1413.57,-80.2,,,,,
0.007,468919,-3572.88,-2943.7,2261.88,3761.39,-570.57,-3079.8,1414.78,-75.92,,,,,
0.008,468920,-3552.63,-2933.5,2263.06,3761.66,-570.46,-3076.53,1428.14,-71.78,,,,,
0.009,468921,-3537.0,-2926.75,2264.93,3760.38,-571.26,-3073.28,1450.38,-68.19,,,,,
0.010,468922,-3535.13,-2927.48,2266.92,3754.13,-571.89,-3071.52,1474.55,-65.6,,,,,
0.011,468923,-3551.11,-2935.8,2268.42,3742.5,-571.67,-3071.94,1492.67,-64.45,,,,,
0.012,468924,-3581.48,-2947.69,2269.03,3728.97,-570.7,-3074.04,1499.0,-65.04,,,,,
0.013,468925,-3616.29,-2957.13,2268.72,3719.24,-569.77,-3076.43,1492.58,-67.35,,,,,
