Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:12:38.923
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,413512,-3512.22,-2511.17,1739.46,3203.36,-1313.7,-2911.4,-273.14,-1030.68,,,,,
0.001,413513,-3476.95,-2501.44,1743.1,3231.48,-1312.56,-2900.29,-275.0,-1016.77,,,,,
0.002,413514,-3454.73,-2490.91,1746.36,3249.9,-1312.2,-2891.82,-275.96,-1006.65,,,,,
0.003,413515,-3452.55,-2479.43,1748.9,3252.77,-1312.84,-2887.63,-275.55,-1002.39,,,,,
0.004,413516,-3468.34,-2467.73,1750.42,3240.07,-1313.92,-2887.86,-273.95,-1003.52,,,,,
0.005,413517,-3492.36,-2457.06,1750.78,3216.89,-1314.43,-2891.23,-271.77,-1007.58,,,,,
0.006,413518,-3512.19,-2448.52,1750.01,3190.58,-1313.59,-2895.76,-269.58,-1011.61,,,,,
0.007,413519,-3518.8,-2442.51,1748.35,3167.47,-1311.36,-2899.65,-267.55,-1013.77,,,,,
0.008,413520,-3510.5,-2438.71,1746.16,3150.81,-1308.61,-2901.86,-265.38,-1014.12,,,,,
0.009,413521,-3493.11,-2436.64,1743.87,3140.77,-1306.59,-2902.24,-262.68,-1014.24,,,,,
0.010,413522,-3476.47,-2436.41,1741.82,3136.04,-1306.3,-2901.22,-259.38,-1015.86,,,,,
0.011,413523,-3469.23,-2439.1,1740.17,3135.78,-1307.8,-2899.33,-256.07,-1019.5,,,,,
0.012,413524,-3474.74,-2446.29,1738.95,3140.39,-1310.22,-2896.91,-253.85,-1023.94,,,,,
0.013,413525,-3489.84,-2458.94,1738.13,3150.83,-1312.18,-2894.04,-253.72,-1026.82,,,,,
0.014,413526,-3506.98,-2475.99,1737.62,3166.92,-1312.63,-2890.87,-255.91,-1026.04,,,,,
0.015,413527,-3518.22,-2493.79,1737.42,3186.05,-1311.42,-2887.8,-259.5,-1021.14,,,,,
0.016,413528,-3519.11,-2506.78,1737.51,3203.36,-1309.31,-2885.51,-262.64,-1013.83,,,,,
0.017,413529,-3510.4,-2509.42,1737.85,3213.53,-1307.5,-2884.74,-263.4,-1007.21,,,,,
0.018,413530,-3497.28,-2498.83,1738.32,3213.33,-1306.81,-2885.85,-260.81,-1004.22,,,,,
0.019,413531,-3486.63,-2476.52,1738.77,3203.34,-1307.19,-2888.57,-255.47,-1006.01,,,,,
