LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
-4387.69,-1457.19,-693.19,1195.27,-635.07,-1888.29,179.2,-347.25,,,,,
-4384.8,-1440.85,-689.22,1194.5,-635.03,-1888.18,178.56,-346.3,,,,,
-4392.48,-1446.84,-686.33,1193.19,-635.24,-1887.99,177.82,-345.54,,,,,
-4404.15,-1474.17,-685.33,1192.36,-635.69,-1887.6,177.09,-345.05,,,,,
-4411.38,-1513.04,-686.32,1193.02,-636.32,-1886.99,176.49,-344.94,,,,,
-4408.87,-1549.38,-688.67,1195.4,-636.99,-1886.17,176.16,-345.24,,,,,
-4397.52,-1570.95,-691.31,1198.62,-637.57,-1885.23,176.21,-345.89,,,,,
-4383.73,-1572.28,-693.27,1201.07,-637.92,-1884.29,176.65,-346.73,,,,,
-4375.59,-1555.99,-694.07,1201.23,-638.02,-1883.43,177.39,-347.55,,,,,
-4378.19,-1530.35,-693.85,1198.65,-637.88,-1882.72,178.23,-348.18,,,,,
-4390.79,-1504.66,-693.22,1194.33,-637.55,-1882.18,178.95,-348.54,,,,,
-4407.26,-1484.92,-692.76,1190.33,-637.11,-1881.85,179.31,-348.72,,,,,
-4419.57,-1472.01,-692.73,1188.68,-636.63,-1881.72,179.19,-348.9,,,,,
-4422.04,-1462.89,-692.91,1190.24,-636.17,-1881.81,178.57,-349.24,,,,,
-4414.29,-1453.88,-692.8,1194.07,-635.77,-1882.06,177.56,-349.83,,,,,
-4401.17,-1443.74,-692.05,1197.84,-635.46,-1882.36,176.34,-350.59,,,,,
-4390.05,-1434.92,-690.77,1199.0,-635.23,-1882.55,175.12,-351.29,,,,,
-4387.03,-1432.24,-689.61,1196.19,-635.04,-1882.48,174.09,-351.69,,,,,
-4394.24,-1439.73,-689.42,1190.05,-634.83,-1882.08,173.34,-351.6,,,,,
-4409.25,-1457.71,-690.8,1183.05,-634.5,-1881.41,172.92,-351.03,,,,,
-4426.8,-1481.59,-693.68,1178.19,-634.01,-1880.63,172.78,-350.17,,,,,
-4441.51,-1503.33,-697.24,1177.47,-633.36,-1879.97,172.84,-349.3,,,,,
-4449.97,-1514.89,-700.27,1180.77,-632.63,-1879.59,172.98,-348.68,,,,,
-4451.51,-1511.95,-701.68,1185.93,-631.96,-1879.53,173.09,-348.41,,,,,
-4447.39,-1496.01,-701.08,1189.89,-631.47,-1879.67,173.07,-348.44,,,,,
-4439.38,-1473.92,-698.95,1190.41,-631.24,-1879.8,172.87,-348.62,,,,,
-4428.65,-1454.96,-696.41,1187.39,-631.25,-1879.73,172.49,-348.76,,,,,
-4415.68,-1446.79,-694.65,1183.06,-631.39,-1879.37,171.96,-348.77,,,,,
-4400.77,-1452.28,-694.39,1180.88,-631.51,-1878.79,171.35,-348.68,,,,,
-4384.84,-1468.56,-695.5,1183.71,-631.5,-1878.15,170.72,-348.64,,,,,
-4369.71,-1488.61,-697.18,1192.19,-631.32,-1877.6,170.1,-348.8,,,,,
-4357.76,-1504.64,-698.4,1204.18,-631.02,-1877.21,169.47,-349.24,,,,,
-4351.06,-1511.46,-698.42,1215.57,-630.71,-1876.92,168.82,-349.87,,,,,
-4350.61,-1508.47,-697.15,1222.04,-630.47,-1876.63,168.13,-350.52,,,,,
-4356.03,-1499.26,-695.15,1221.03,-630.31,-1876.26,167.42,-350.96,,,,,
-4365.73,-1489.33,-693.3,1212.87,-630.19,-1875.83,166.78,-351.0,,,,,
-4377.49,-1483.14,-692.37,1200.58,-629.97,-1875.53,166.31,-350.61,,,,,
-4388.99,-1481.93,-692.68,1188.64,-629.58,-1875.54,166.11,-349.91,,,,,
-4398.23,-1483.6,-694.05,1181.08,-628.99,-1875.98,166.23,-349.11,,,,,
-4403.87,-1484.39,-695.97,1180.0,-628.27,-1876.8,166.61,-348.47,,,,,
-4405.46,-1481.43,-697.87,1184.88,-627.55,-1877.75,167.14,-348.18,,,,,
-4403.68,-1474.83,-699.36,1193.06,-626.95,-1878.51,167.66,-348.33,,,,,
-4400.27,-1467.83,-700.26,1200.88,-626.56,-1878.87,168.06,-348.9,,,,,
-4397.55,-1465.14,-700.57,1205.09,-626.38,-1878.8,168.28,-349.75,,,,,
-4397.5,-1470.1,-700.29,1203.97,-626.37,-1878.53,168.38,-350.7,,,,,
-4400.74,-1482.4,-699.46,1197.81,-626.46,-1878.38,168.47,-351.55,,,,,
-4405.99,-1497.7,-698.18,1188.72,-626.63,-1878.64,168.68,-352.17,,,,,
-4410.43,-1509.5,-696.73,1179.91,-626.89,-1879.38,169.1,-352.48,,,,,
-4410.92,-1512.4,-695.58,1174.63,-627.26,-1880.45,169.78,-352.5,,,,,
-4405.7,-1505.13,-695.29,1175.12,-627.76,-1881.54,170.67,-352.29,,,,,
-4395.53,-1491.54,-696.25,1181.86,-628.33,-1882.38,171.69,-351.98,,,,,
-4383.62,-1478.9,-698.47,1193.32,-628.91,-1882.88,172.75,-351.67,,,,,
-4374.29,-1474.31,-701.47,1206.44,-629.39,-1883.16,173.75,-351.41,,,,,
-4370.95,-1480.87,-704.44,1217.71,-629.72,-1883.49,174.63,-351.21,,,,,
-4374.51,-1495.92,-706.57,1224.46,-629.9,-1884.08,175.32,-351.03,,,,,
-4382.98,-1512.12,-707.4,1225.84,-630.0,-1884.94,175.74,-350.82,,,,,
-4392.58,-1521.08,-707.06,1223.11,-630.08,-1885.88,175.84,-350.55,,,,,
-4399.64,-1517.7,-706.12,1218.8,-630.19,-1886.54,175.6,-350.24,,,,,
-4402.35,-1502.8,-705.38,1215.39,-630.29,-1886.65,175.05,-349.91,,,,,
-4401.22,-1482.84,-705.45,1213.9,-630.33,-1886.18,174.29,-349.63,,,,,
-4398.36,-1466.69,-706.48,1213.36,-630.19,-1885.36,173.42,-349.42,,,,,
-4395.91,-1461.28,-708.16,1211.43,-629.86,-1884.6,172.56,-349.25,,,,,
-4394.79,-1468.28,-709.87,1205.97,-629.36,-1884.26,171.79,-349.1,,,,,
-4394.46,-1483.59,-711.07,1196.67,-628.8,-1884.46,171.11,-348.94,,,,,
-4393.76,-1499.81,-711.51,1185.89,-628.34,-1884.96,170.5,-348.8,,,,,
-4392.13,-1510.04,-711.37,1177.84,-628.09,-1885.35,169.91,-348.75,,,,,
-4390.29,-1511.17,-711.07,1176.65,-628.09,-1885.13,169.36,-348.88,,,,,
-4389.85,-1504.7,-711.11,1183.95,-628.32,-1884.06,168.87,-349.26,,,,,
-4392.09,-1495.12,-711.77,1197.52,-628.7,-1882.16,168.51,-349.86,,,,,
-4396.82,-1486.85,-713.07,1211.82,-629.17,-1879.79,168.36,-350.55,,,,,
-4402.18,-1481.79,-714.76,1220.19,-629.68,-1877.37,168.41,-351.11,,,,,
-4405.74,-1478.9,-716.49,1218.07,-630.24,-1875.29,168.62,-351.34,,,,,
-4406.3,-1475.83,-717.97,1205.21,-630.87,-1873.7,168.9,-351.14,,,,,
-4405.23,-1471.48,-719.05,1186.04,-631.59,-1872.54,169.19,-350.54,,,,,
-4406.23,-1467.51,-719.72,1167.71,-632.37,-1871.67,169.45,-349.7,,,,,
-4413.37,-1467.71,-720.09,1156.78,-633.15,-1870.97,169.75,-348.86,,,,,
-4428.37,-1475.51,-720.25,1156.21,-633.84,-1870.45,170.13,-348.23,,,,,
-4448.75,-1491.02,-720.25,1164.17,-634.35,-1870.23,170.63,-347.93,,,,,
-4468.08,-1509.75,-720.09,1175.27,-634.64,-1870.44,171.16,-347.95,,,,,
-4478.56,-1524.06,-719.73,1183.5,-634.69,-1871.12,171.54,-348.19,,,,,
-4474.78,-1526.82,-719.11,1185.31,-634.52,-1872.15,171.54,-348.51,,,,,
-4456.57,-1515.56,-718.22,1181.26,-634.17,-1873.3,171.02,-348.8,,,,,
-4429.48,-1494.4,-717.1,1175.41,-633.71,-1874.35,169.96,-349.01,,,,,
-4402.26,-1472.78,-715.94,1172.8,-633.22,-1875.18,168.58,-349.15,,,,,
-4382.74,-1461.11,-714.98,1176.6,-632.83,-1875.79,167.22,-349.26,,,,,
-4374.29,-1465.63,-714.51,1186.3,-632.63,-1876.33,166.27,-349.41,,,,,
-4374.62,-1485.14,-714.73,1198.02,-632.7,-1876.89,165.95,-349.59,,,,,
-4377.69,-1511.36,-715.56,1206.69,-633.07,-1877.5,166.29,-349.8,,,,,
-4377.61,-1532.84,-716.62,1208.8,-633.7,-1878.03,167.04,-350.02,,,,,
-4372.22,-1540.38,-717.27,1204.23,-634.45,-1878.28,167.87,-350.27,,,,,
-4364.39,-1531.19,-716.81,1196.3,-635.21,-1878.07,168.43,-350.57,,,,,
-4360.26,-1509.76,-714.81,1189.9,-635.85,-1877.37,168.58,-351.0,,,,,
-4365.34,-1485.14,-711.38,1188.93,-636.33,-1876.31,168.36,-351.64,,,,,
-4380.83,-1466.22,-707.17,1194.35,-636.64,-1875.14,168.0,-352.56,,,,,
-4402.14,-1457.69,-703.25,1203.84,-636.86,-1874.11,167.77,-353.78,,,,,
-4420.63,-1458.61,-700.66,1213.19,-637.04,-1873.36,167.85,-355.24,,,,,
-4427.71,-1464.11,-699.97,1218.49,-637.18,-1872.9,168.24,-356.79,,,,,
-4419.16,-1468.86,-701.06,1218.1,-637.27,-1872.6,168.78,-358.23,,,,,
-4397.45,-1470.24,-703.14,1213.21,-637.24,-1872.29,169.22,-359.36,,,,,
-4370.77,-1469.31,-705.14,1206.99,-637.06,-1871.83,169.4,-360.01,,,,,
-4349.39,-1469.33,-706.2,1202.83,-636.74,-1871.18,169.25,-360.15,,,,,
-4341.18,-1472.87,-706.11,1202.69,-636.3,-1870.37,168.89,-359.87,,,,,
-4348.37,-1479.61,-705.3,1206.39,-635.82,-1869.47,168.52,-359.42,,,,,
-4367.14,-1486.11,-704.68,1211.96,-635.31,-1868.57,168.33,-359.07,,,,,
-4389.88,-1487.89,-705.05,1216.86,-634.76,-1867.7,168.4,-359.06,,,,,
-4408.8,-1482.37,-706.71,1219.23,-634.09,-1866.89,168.73,-359.45,,,,,
-4419.07,-1470.88,-709.27,1218.53,-633.23,-1866.17,169.21,-360.11,,,,,
-4420.27,-1458.42,-711.82,1215.49,-632.14,-1865.57,169.69,-360.78,,,,,
-4415.56,-1451.01,-713.38,1211.44,-630.86,-1865.11,170.1,-361.17,,,,,
-4409.6,-1452.33,-713.39,1207.58,-629.5,-1864.74,170.39,-361.11,,,,,
-4406.24,-1461.42,-711.95,1204.58,-628.23,-1864.38,170.6,-360.64,,,,,
-4407.16,-1472.91,-709.77,1202.55,-627.19,-1863.89,170.72,-359.99,,,,,
-4411.69,-1479.92,-707.79,1201.3,-626.45,-1863.17,170.74,-359.48,,,,,
-4417.61,-1477.8,-706.74,1200.6,-626.02,-1862.19,170.57,-359.4,,,,,
-4422.38,-1466.96,-706.8,1200.28,-625.84,-1861.1,170.13,-359.84,,,,,
-4423.98,-1452.87,-707.59,1200.18,-625.82,-1860.09,169.37,-360.68,,,,,
-4421.51,-1443.38,-708.42,1200.09,-625.89,-1859.43,168.34,-361.68,,,,,
-4415.21,-1444.59,-708.66,1199.82,-626.02,-1859.24,167.16,-362.57,,,,,
-4406.33,-1457.64,-708.09,1199.36,-626.2,-1859.54,166.01,-363.21,,,,,
-4396.86,-1478.06,-706.99,1199.05,-626.45,-1860.16,165.09,-363.65,,,,,
-4389.04,-1498.1,-705.96,1199.49,-626.75,-1860.88,164.5,-364.03,,,,,
-4384.76,-1510.7,-705.65,1201.34,-627.09,-1861.49,164.3,-364.49,,,,,
-4384.84,-1513.03,-706.44,1204.93,-627.46,-1861.92,164.42,-365.09,,,,,
-4388.68,-1507.44,-708.28,1210.01,-627.85,-1862.22,164.8,-365.7,,,,,
-4394.36,-1499.64,-710.72,1215.71,-628.3,-1862.53,165.32,-366.11,,,,,
-4399.31,-1494.84,-713.07,1220.86,-628.86,-1862.94,165.91,-366.14,,,,,
-4401.42,-1494.34,-714.68,1224.39,-629.56,-1863.46,166.55,-365.75,,,,,
-4399.8,-1494.49,-715.11,1225.64,-630.4,-1863.99,167.2,-365.08,,,,,
-4395.07,-1488.77,-714.24,1224.44,-631.31,-1864.4,167.87,-364.38,,,,,
-4388.89,-1472.06,-712.25,1221.06,-632.19,-1864.58,168.54,-363.89,,,,,
-4383.03,-1444.69,-709.59,1215.99,-632.93,-1864.56,169.21,-363.71,,,,,
-4378.62,-1413.87,-706.83,1209.94,-633.43,-1864.49,169.83,-363.76,,,,,
-4375.98,-1391.38,-704.53,1203.86,-633.67,-1864.6,170.41,-363.84,,,,,
-4375.01,-1388.23,-703.14,1198.94,-633.68,-1865.05,170.9,-363.79,,,,,
-4375.85,-1408.92,-702.9,1196.38,-633.57,-1865.88,171.28,-363.55,,,,,
-4379.19,-1448.22,-703.71,1197.0,-633.45,-1866.97,171.48,-363.28,,,,,
-4385.9,-1492.43,-705.24,1200.72,-633.43,-1868.07,171.47,-363.21,,,,,
-4396.15,-1524.91,-706.91,1206.34,-633.59,-1868.94,171.18,-363.56,,,,,
-4408.59,-1533.47,-708.18,1211.93,-633.97,-1869.42,170.62,-364.38,,,,,
-4420.27,-1516.09,-708.65,1215.64,-634.53,-1869.5,169.8,-365.46,,,,,
-4427.6,-1482.11,-708.26,1216.7,-635.2,-1869.32,168.8,-366.48,,,,,
-4427.98,-1448.1,-707.23,1215.95,-635.87,-1869.06,167.72,-367.09,,,,,
-4421.26,-1430.25,-706.01,1215.49,-636.4,-1868.87,166.68,-367.13,,,,,
-4410.21,-1436.91,-705.09,1217.54,-636.68,-1868.82,165.79,-366.67,,,,,
-4399.43,-1464.82,-704.77,1222.98,-636.66,-1868.92,165.12,-365.97,,,,,
-4393.31,-1501.04,-705.12,1230.5,-636.35,-1869.12,164.72,-365.36,,,,,
-4393.97,-1529.42,-705.95,1236.92,-635.82,-1869.39,164.57,-365.07,,,,,
-4400.22,-1538.5,-706.97,1238.71,-635.19,-1869.77,164.62,-365.11,,,,,
-4408.26,-1526.8,-707.94,1234.0,-634.59,-1870.28,164.81,-365.35,,,,,
-4413.57,-1502.93,-708.75,1224.02,-634.06,-1870.95,165.04,-365.56,,,,,
-4413.22,-1480.58,-709.48,1212.98,-633.64,-1871.74,165.21,-365.6,,,,,
-4407.18,-1471.1,-710.31,1206.34,-633.25,-1872.53,165.27,-365.47,,,,,
-4398.18,-1477.64,-711.39,1208.09,-632.83,-1873.12,165.19,-365.32,,,,,
-4390.2,-1493.95,-712.76,1218.53,-632.33,-1873.37,164.99,-365.36,,,,,
-4386.53,-1508.27,-714.26,1233.77,-631.75,-1873.2,164.77,-365.68,,,,,
-4388.4,-1510.19,-715.64,1247.22,-631.14,-1872.67,164.62,-366.26,,,,,
-4394.75,-1496.58,-716.59,1252.67,-630.59,-1871.93,164.63,-366.91,,,,,
-4403.12,-1473.45,-716.95,1247.28,-630.17,-1871.2,164.86,-367.41,,,,,
-4410.94,-1452.63,-716.74,1233.06,-629.92,-1870.63,165.28,-367.58,,,,,
-4416.34,-1445.32,-716.18,1216.05,-629.8,-1870.31,165.84,-367.42,,,,,
-4418.35,-1456.0,-715.56,1203.55,-629.73,-1870.2,166.42,-367.03,,,,,
-4416.52,-1480.09,-715.15,1200.75,-629.63,-1870.2,166.94,-366.61,,,,,
-4410.6,-1506.53,-715.02,1208.44,-629.43,-1870.18,167.35,-366.32,,,,,
-4400.78,-1523.78,-714.98,1222.86,-629.14,-1870.06,167.68,-366.23,,,,,
-4388.2,-1525.72,-714.7,1237.64,-628.79,-1869.82,168.01,-366.27,,,,,
-4375.43,-1514.17,-713.85,1246.81,-628.45,-1869.49,168.44,-366.33,,,,,
-4366.17,-1497.02,-712.33,1247.39,-628.22,-1869.11,169.06,-366.28,,,,,
-4363.97,-1482.99,-710.39,1240.28,-628.13,-1868.72,169.87,-366.06,,,,,
-4370.39,-1476.65,-708.58,1229.36,-628.19,-1868.32,170.78,-365.69,,,,,
-4383.86,-1476.35,-707.54,1219.34,-628.38,-1867.88,171.62,-365.22,,,,,
-4399.83,-1476.35,-707.71,1213.61,-628.66,-1867.42,172.18,-364.76,,,,,
-4412.69,-1471.45,-709.04,1213.12,-628.96,-1866.97,172.27,-364.38,,,,,
-4418.51,-1461.05,-710.99,1216.64,-629.24,-1866.59,171.85,-364.11,,,,,
-4417.18,-1449.91,-712.69,1222.0,-629.49,-1866.34,170.98,-363.98,,,,,
-4412.61,-1445.06,-713.34,1227.42,-629.7,-1866.24,169.86,-363.97,,,,,
-4410.67,-1450.74,-712.59,1232.24,-629.86,-1866.22,168.75,-364.08,,,,,
-4415.8,-1464.77,-710.7,1236.72,-629.94,-1866.15,167.89,-364.24,,,,,
-4428.16,-1479.03,-708.48,1241.33,-629.91,-1865.86,167.38,-364.39,,,,,
-4442.95,-1483.94,-706.86,1246.07,-629.72,-1865.27,167.2,-364.48,,,,,
-4452.51,-1474.7,-706.46,1250.26,-629.29,-1864.4,167.2,-364.47,,,,,
-4450.37,-1455.04,-707.27,1252.98,-628.61,-1863.38,167.17,-364.37,,,,,
-4434.88,-1436.05,-708.71,1253.69,-627.68,-1862.41,167.01,-364.27,,,,,
-4410.68,-1430.14,-709.93,1252.67,-626.58,-1861.68,166.72,-364.24,,,,,
-4386.7,-1443.44,-710.34,1250.85,-625.44,-1861.3,166.45,-364.36,,,,,
-4371.97,-1471.27,-709.91,1249.18,-624.39,-1861.21,166.43,-364.6,,,,,
-4371.12,-1499.69,-709.22,1248.03,-623.57,-1861.29,166.84,-364.84,,,,,
-4382.17,-1512.88,-709.08,1246.89,-623.03,-1861.38,167.73,-364.94,,,,,
-4397.78,-1502.44,-710.05,1244.72,-622.77,-1861.42,168.96,-364.78,,,,,
-4409.27,-1473.2,-712.05,1240.72,-622.74,-1861.45,170.28,-364.37,,,,,
-4411.28,-1441.87,-714.32,1234.99,-622.85,-1861.61,171.4,-363.84,,,,,
-4404.41,-1428.67,-715.79,1228.83,-623.04,-1862.04,172.13,-363.41,,,,,
-4394.41,-1446.11,-715.69,1224.23,-623.27,-1862.81,172.44,-363.28,,,,,
-4388.53,-1491.33,-713.92,1223.09,-623.51,-1863.81,172.49,-363.54,,,,,
-4390.94,-1546.26,-711.26,1226.36,-623.76,-1864.82,172.53,-364.1,,,,,
-4400.17,-1586.14,-708.88,1233.61,-623.97,-1865.58,172.8,-364.77,,,,,
-4409.95,-1591.99,-707.84,1243.27,-624.07,-1865.92,173.4,-365.31,,,,,
-4413.06,-1560.44,-708.42,1253.24,-623.98,-1865.85,174.29,-365.57,,,,,
-4406.03,-1505.52,-710.04,1261.61,-623.64,-1865.56,175.31,-365.57,,,,,
-4391.8,-1451.49,-711.53,1267.13,-623.05,-1865.34,176.29,-365.45,,,,,
-4378.61,-1420.47,-711.78,1269.31,-622.31,-1865.47,177.09,-365.43,,,,,
-4375.58,-1421.57,-710.36,1268.29,-621.57,-1866.04,177.67,-365.63,,,,,
-4387.32,-1447.31,-707.73,1264.6,-620.98,-1866.95,178.09,-366.05,,,,,
-4410.66,-1478.93,-705.09,1259.11,-620.68,-1867.94,178.42,-366.55,,,,,
-4435.67,-1497.43,-703.68,1253.01,-620.68,-1868.72,178.68,-366.93,,,,,
-4450.54,-1493.9,-704.21,1247.66,-620.95,-1869.09,178.86,-367.04,,,,,
-4447.92,-1473.6,-706.5,1244.38,-621.35,-1869.02,178.93,-366.86,,,,,
-4429.28,-1451.73,-709.59,1243.88,-621.76,-1868.61,178.84,-366.52,,,,,
-4404.59,-1443.81,-712.28,1245.94,-622.08,-1868.06,178.62,-366.25,,,,,
-4387.43,-1456.33,-713.7,1249.27,-622.25,-1867.51,178.36,-366.22,,,,,
-4387.79,-1483.1,-713.68,1251.97,-622.31,-1867.0,178.17,-366.53,,,,,
-4406.62,-1509.2,-712.7,1252.23,-622.29,-1866.51,178.13,-367.11,,,,,
-4434.98,-1519.91,-711.54,1249.25,-622.27,-1865.94,178.24,-367.82,,,,,
-4458.49,-1509.32,-710.84,1243.6,-622.32,-1865.26,178.41,-368.47,,,,,
-4464.87,-1483.65,-710.76,1237.04,-622.49,-1864.5,178.52,-368.97,,,,,
-4450.46,-1457.45,-711.06,1231.76,-622.81,-1863.76,178.47,-369.28,,,,,
-4422.28,-1445.23,-711.31,1229.41,-623.25,-1863.16,178.26,-369.47,,,,,
-4394.31,-1453.43,-711.27,1230.37,-623.79,-1862.77,177.97,-369.62,,,,,
-4380.01,-1477.26,-710.99,1233.59,-624.32,-1862.55,177.76,-369.79,,,,,
-4384.98,-1504.03,-710.72,1237.12,-624.73,-1862.43,177.8,-369.98,,,,,
-4403.9,-1520.51,-710.73,1238.89,-624.94,-1862.27,178.17,-370.13,,,,,
-4423.38,-1520.02,-711.03,1237.58,-624.92,-1862.01,178.85,-370.22,,,,,
-4429.31,-1505.14,-711.4,1233.02,-624.72,-1861.64,179.73,-370.2,,,,,
-4414.82,-1484.92,-711.54,1226.23,-624.43,-1861.21,180.63,-370.12,,,,,
-4384.34,-1468.86,-711.34,1219.05,-624.21,-1860.77,181.4,-370.02,,,,,
-4351.57,-1461.57,-710.95,1213.53,-624.16,-1860.34,181.92,-369.95,,,,,
-4332.22,-1461.31,-710.74,1211.45,-624.31,-1859.87,182.15,-369.96,,,,,
-4335.47,-1462.86,-710.95,1213.8,-624.58,-1859.35,182.11,-370.03,,,,,
-4358.7,-1462.28,-711.45,1220.52,-624.85,-1858.76,181.86,-370.15,,,,,
-4388.59,-1460.19,-711.73,1230.33,-625.0,-1858.19,181.47,-370.28,,,,,
-4408.07,-1460.96,-711.1,1240.93,-624.95,-1857.78,181.04,-370.38,,,,,
-4405.59,-1468.71,-709.21,1249.5,-624.72,-1857.7,180.66,-370.42,,,,,
-4381.76,-1482.81,-706.36,1253.56,-624.4,-1858.01,180.39,-370.38,,,,,
-4349.58,-1496.47,-703.54,1251.87,-624.08,-1858.68,180.29,-370.23,,,,,
-4328.18,-1499.98,-702.01,1245.02,-623.83,-1859.54,180.38,-369.99,,,,,
-4332.95,-1487.04,-702.66,1235.38,-623.65,-1860.35,180.62,-369.69,,,,,
-4367.38,-1460.13,-705.49,1226.29,-623.48,-1860.91,180.97,-369.41,,,,,
-4420.68,-1431.18,-709.46,1220.72,-623.25,-1861.14,181.37,-369.23,,,,,
-4472.58,-1416.18,-712.98,1220.11,-622.9,-1861.09,181.8,-369.26,,,,,
-4502.86,-1426.24,-714.61,1223.82,-622.46,-1860.91,182.24,-369.52,,,,,
-4500.75,-1460.1,-713.85,1229.64,-621.99,-1860.77,182.7,-370.0,,,,,
-4469.56,-1502.79,-711.34,1234.94,-621.56,-1860.81,183.18,-370.59,,,,,
-4424.36,-1532.0,-708.54,1238.06,-621.24,-1861.04,183.65,-371.19,,,,,
-4384.29,-1529.29,-706.91,1239.02,-621.04,-1861.38,184.04,-371.69,,,,,
-4363.38,-1490.35,-707.18,1239.28,-620.96,-1861.72,184.3,-372.04,,,,,
-4364.81,-1428.55,-708.93,1240.6,-620.98,-1861.97,184.37,-372.23,,,,,
-4380.97,-1369.38,-710.87,1243.74,-621.09,-1862.12,184.26,-372.34,,,,,
-4398.9,-1338.44,-711.61,1247.75,-621.32,-1862.18,184.05,-372.43,,,,,
-4407.78,-1348.92,-710.48,1250.34,-621.7,-1862.22,183.83,-372.6,,,,,
-4404.38,-1395.16,-707.92,1249.15,-622.23,-1862.28,183.68,-372.94,,,,,
-4393.77,-1455.59,-705.33,1243.24,-622.86,-1862.37,183.63,-373.54,,,,,
-4385.3,-1503.39,-704.3,1233.9,-623.53,-1862.47,183.63,-374.47,,,,,
-4386.65,-1519.37,-705.78,1224.25,-624.2,-1862.57,183.62,-375.77,,,,,
-4399.2,-1500.53,-709.56,1217.83,-624.84,-1862.67,183.55,-377.4,,,,,
-4417.38,-1460.13,-714.39,1216.77,-625.51,-1862.81,183.4,-379.2,,,,,
-4432.09,-1419.9,-718.6,1220.83,-626.24,-1863.02,183.25,-380.9,,,,,
-4435.94,-1398.95,-720.94,1227.51,-627.08,-1863.29,183.22,-382.2,,,,,
-4427.29,-1404.99,-721.11,1233.54,-627.97,-1863.59,183.38,-382.84,,,,,
-4410.9,-1432.25,-719.82,1236.66,-628.79,-1863.83,183.76,-382.72,,,,,
-4395.01,-1466.2,-718.28,1236.79,-629.36,-1863.93,184.28,-381.93,,,,,
-4386.69,-1491.78,-717.5,1235.92,-629.55,-1863.83,184.8,-380.76,,,,,
-4388.28,-1500.52,-717.81,1236.7,-629.32,-1863.57,185.17,-379.56,,,,,
-4396.61,-1493.19,-718.81,1240.64,-628.78,-1863.22,185.25,-378.62,,,,,
-4405.48,-1477.23,-719.72,1246.91,-628.11,-1862.89,185.04,-378.09,,,,,
-4409.49,-1461.56,-719.93,1252.57,-627.56,-1862.66,184.58,-377.91,,,,,
-4407.07,-1451.94,-719.38,1254.14,-627.26,-1862.54,183.98,-377.91,,,,,
-4400.92,-1449.43,-718.56,1249.65,-627.23,-1862.47,183.37,-377.89,,,,,
-4395.86,-1451.84,-718.15,1240.11,-627.38,-1862.36,182.81,-377.74,,,,,
-4395.59,-1456.61,-718.57,1229.33,-627.55,-1862.14,182.33,-377.48,,,,,
-4400.33,-1462.6,-719.7,1222.25,-627.58,-1861.76,181.91,-377.21,,,,,
-4406.83,-1469.87,-720.93,1222.51,-627.42,-1861.29,181.5,-377.05,,,,,
-4410.53,-1477.77,-721.57,1230.5,-627.09,-1860.8,181.09,-377.04,,,,,
-4408.6,-1483.63,-721.21,1243.05,-626.69,-1860.41,180.68,-377.15,,,,,
-4401.83,-1483.18,-719.97,1254.83,-626.32,-1860.17,180.29,-377.28,,,,,
-4394.28,-1473.25,-718.42,1260.94,-626.05,-1860.06,179.98,-377.38,,,,,
-4390.89,-1454.8,-717.22,1259.25,-625.91,-1860.03,179.79,-377.49,,,,,
-4394.47,-1434.27,-716.71,1251.34,-625.9,-1859.97,179.74,-377.74,,,,,
-4403.84,-1421.61,-716.78,1241.7,-626.05,-1859.81,179.84,-378.33,,,,,
-4414.2,-1425.62,-716.99,1235.39,-626.42,-1859.55,180.05,-379.36,,,,,
-4419.65,-1448.99,-716.85,1235.65,-627.05,-1859.22,180.3,-380.78,,,,,
-4416.32,-1485.89,-716.22,1242.35,-627.97,-1858.9,180.51,-382.39,,,,,
-4404.48,-1523.76,-715.35,1252.21,-629.13,-1858.65,180.62,-383.88,,,,,
-4388.61,-1548.85,-714.77,1260.47,-630.38,-1858.51,180.59,-384.99,,,,,
-4375.32,-1552.49,-714.9,1263.15,-631.52,-1858.44,180.44,-385.61,,,,,
-4370.39,-1535.05,-715.75,1258.83,-632.36,-1858.39,180.27,-385.82,,,,,
-4376.39,-1505.39,-716.86,1249.06,-632.81,-1858.3,180.17,-385.85,,,,,
-4391.85,-1476.13,-717.53,1237.41,-632.85,-1858.17,180.23,-385.94,,,,,
-4412.25,-1457.53,-717.23,1227.76,-632.62,-1858.02,180.47,-386.2,,,,,
-4431.98,-1453.01,-715.91,1222.57,-632.26,-1857.91,180.82,-386.61,,,,,
-4446.32,-1458.68,-714.11,1222.22,-631.93,-1857.91,181.13,-387.0,,,,,
-4452.59,-1466.68,-712.67,1225.24,-631.75,-1858.01,181.25,-387.19,,,,,
-4450.31,-1470.1,-712.36,1229.48,-631.71,-1858.14,181.08,-387.12,,,,,
-4440.77,-1466.67,-713.44,1233.29,-631.77,-1858.19,180.63,-386.87,,,,,
-4426.34,-1459.24,-715.52,1236.21,-631.83,-1858.06,180.02,-386.65,,,,,
-4410.02,-1453.16,-717.73,1238.87,-631.79,-1857.71,179.43,-386.69,,,,,
-4395.02,-1452.49,-719.13,1242.28,-631.55,-1857.21,179.01,-387.11,,,,,
-4384.3,-1457.48,-719.1,1246.91,-631.08,-1856.71,178.86,-387.81,,,,,
