LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
-4549.08,-1376.95,-1048.48,577.24,-1242.98,-1869.83,59.03,-845.69,,,,,
-4547.61,-1362.04,-1047.8,581.39,-1242.63,-1870.45,59.28,-845.75,,,,,
-4558.62,-1346.01,-1047.22,588.02,-1242.14,-1871.09,59.22,-846.27,,,,,
-4580.46,-1334.56,-1046.92,594.88,-1241.67,-1871.61,58.97,-847.13,,,,,
-4604.92,-1329.82,-1046.77,599.59,-1241.36,-1871.92,58.7,-848.03,,,,,
-4620.62,-1329.66,-1046.43,600.71,-1241.28,-1871.93,58.57,-848.7,,,,,
-4618.52,-1329.5,-1045.67,598.52,-1241.36,-1871.62,58.6,-849.02,,,,,
-4596.73,-1325.46,-1044.59,594.97,-1241.45,-1871.07,58.75,-849.06,,,,,
-4562.31,-1316.91,-1043.63,592.79,-1241.39,-1870.43,58.9,-849.01,,,,,
-4528.74,-1307.04,-1043.36,594.01,-1241.1,-1869.91,58.99,-849.06,,,,,
-4510.24,-1300.94,-1044.1,598.8,-1240.63,-1869.65,59.0,-849.29,,,,,
-4515.38,-1302.52,-1045.57,605.24,-1240.13,-1869.72,59.06,-849.61,,,,,
-4543.06,-1312.01,-1046.98,610.21,-1239.75,-1870.08,59.3,-849.91,,,,,
-4582.75,-1325.58,-1047.35,611.13,-1239.57,-1870.57,59.82,-850.12,,,,,
-4618.92,-1337.33,-1046.06,607.44,-1239.54,-1870.99,60.59,-850.27,,,,,
-4637.64,-1342.48,-1043.29,601.04,-1239.52,-1871.18,61.46,-850.52,,,,,
-4632.29,-1339.97,-1040.09,595.49,-1239.35,-1871.1,62.25,-851.0,,,,,
-4605.99,-1332.97,-1037.96,594.11,-1238.94,-1870.79,62.77,-851.73,,,,,
-4569.64,-1326.91,-1038.15,598.32,-1238.31,-1870.43,62.99,-852.51,,,,,
-4536.87,-1326.26,-1041.01,606.82,-1237.56,-1870.2,63.0,-853.03,,,,,
-4518.24,-1331.94,-1045.79,616.32,-1236.85,-1870.27,62.97,-852.97,,,,,
-4517.34,-1340.79,-1050.9,623.29,-1236.24,-1870.72,63.04,-852.21,,,,,
-4530.15,-1347.55,-1054.64,625.77,-1235.75,-1871.55,63.25,-850.89,,,,,
-4547.79,-1348.19,-1055.99,624.27,-1235.3,-1872.7,63.53,-849.4,,,,,
-4560.84,-1342.6,-1055.02,621.24,-1234.85,-1874.03,63.71,-848.18,,,,,
-4563.29,-1334.98,-1052.77,619.52,-1234.38,-1875.43,63.67,-847.51,,,,,
-4554.47,-1331.61,-1050.65,620.6,-1233.94,-1876.77,63.36,-847.45,,,,,
-4538.56,-1337.0,-1049.72,623.86,-1233.65,-1877.94,62.84,-847.77,,,,,
-4522.24,-1350.58,-1050.2,627.03,-1233.59,-1878.89,62.26,-848.14,,,,,
-4511.92,-1365.94,-1051.51,627.76,-1233.76,-1879.57,61.78,-848.26,,,,,
-4511.66,-1373.34,-1052.71,625.1,-1234.09,-1879.99,61.48,-848.07,,,,,
-4522.29,-1364.35,-1053.14,620.28,-1234.49,-1880.2,61.37,-847.72,,,,,
-4541.63,-1336.62,-1052.84,616.02,-1234.86,-1880.26,61.41,-847.47,,,,,
-4565.39,-1296.05,-1052.47,614.95,-1235.18,-1880.25,61.56,-847.57,,,,,
-4588.1,-1255.29,-1052.89,618.03,-1235.47,-1880.25,61.81,-848.07,,,,,
-4604.3,-1228.86,-1054.57,623.88,-1235.8,-1880.28,62.16,-848.83,,,,,
-4609.66,-1227.13,-1057.21,629.56,-1236.21,-1880.31,62.62,-849.59,,,,,
-4602.38,-1251.86,-1059.84,632.21,-1236.71,-1880.31,63.13,-850.11,,,,,
-4584.2,-1295.45,-1061.35,630.82,-1237.25,-1880.26,63.58,-850.28,,,,,
-4560.62,-1344.11,-1061.09,626.88,-1237.76,-1880.14,63.86,-850.18,,,,,
-4539.61,-1383.65,-1059.26,623.63,-1238.22,-1880.0,63.94,-850.03,,,,,
-4528.86,-1404.95,-1056.83,624.23,-1238.66,-1879.91,63.87,-850.09,,,,,
-4532.57,-1406.94,-1055.02,629.85,-1239.1,-1879.95,63.81,-850.55,,,,,
-4549.07,-1395.6,-1054.61,638.83,-1239.59,-1880.17,63.91,-851.47,,,,,
-4570.75,-1379.99,-1055.53,647.28,-1240.1,-1880.57,64.26,-852.75,,,,,
-4586.81,-1367.23,-1056.88,650.99,-1240.55,-1881.11,64.78,-854.24,,,,,
-4587.96,-1359.24,-1057.54,647.61,-1240.85,-1881.69,65.27,-855.73,,,,,
-4570.93,-1352.54,-1056.8,637.93,-1240.96,-1882.17,65.54,-857.05,,,,,
-4540.75,-1341.33,-1054.85,625.6,-1240.91,-1882.47,65.49,-858.04,,,,,
-4509.2,-1321.84,-1052.78,615.48,-1240.78,-1882.54,65.22,-858.63,,,,,
-4489.87,-1295.74,-1052.01,611.34,-1240.67,-1882.4,64.96,-858.78,,,,,
-4491.96,-1270.56,-1053.51,614.17,-1240.66,-1882.17,65.0,-858.53,,,,,
-4515.7,-1256.78,-1057.23,621.75,-1240.73,-1882.02,65.49,-857.99,,,,,
-4551.77,-1262.96,-1062.02,629.86,-1240.81,-1882.09,66.34,-857.33,,,,,
-4585.27,-1291.28,-1066.11,634.25,-1240.81,-1882.51,67.24,-856.7,,,,,
-4602.48,-1335.73,-1067.93,632.59,-1240.71,-1883.31,67.81,-856.22,,,,,
-4597.21,-1383.9,-1066.81,625.41,-1240.56,-1884.45,67.76,-855.93,,,,,
-4573.76,-1421.57,-1063.35,615.78,-1240.44,-1885.78,67.06,-855.74,,,,,
-4544.67,-1438.09,-1059.05,607.77,-1240.45,-1887.16,65.96,-855.5,,,,,
-4524.53,-1429.99,-1055.68,604.68,-1240.58,-1888.44,64.84,-855.08,,,,,
-4522.69,-1401.5,-1054.52,607.65,-1240.72,-1889.53,64.08,-854.42,,,,,
-4538.54,-1361.95,-1055.81,615.28,-1240.74,-1890.42,63.85,-853.56,,,,,
-4561.8,-1321.68,-1058.82,624.35,-1240.51,-1891.12,64.07,-852.61,,,,,
-4577.64,-1288.43,-1062.2,631.17,-1240.04,-1891.68,64.48,-851.73,,,,,
-4574.25,-1265.8,-1064.63,633.12,-1239.5,-1892.14,64.8,-851.04,,,,,
-4549.03,-1253.91,-1065.31,629.6,-1239.15,-1892.52,64.89,-850.59,,,,,
-4510.28,-1251.37,-1064.19,622.22,-1239.22,-1892.82,64.78,-850.37,,,,,
-4473.55,-1256.99,-1061.84,614.09,-1239.83,-1893.04,64.66,-850.3,,,,,
-4454.41,-1270.05,-1059.18,608.68,-1240.9,-1893.18,64.69,-850.33,,,,,
-4461.15,-1289.24,-1057.09,608.48,-1242.21,-1893.24,64.95,-850.38,,,,,
-4491.06,-1311.28,-1056.14,614.18,-1243.46,-1893.2,65.34,-850.4,,,,,
-4531.88,-1330.56,-1056.5,624.43,-1244.45,-1893.06,65.67,-850.36,,,,,
-4567.63,-1340.7,-1057.91,636.41,-1245.11,-1892.79,65.77,-850.21,,,,,
-4585.91,-1337.38,-1059.78,646.83,-1245.52,-1892.4,65.6,-849.93,,,,,
-4583.06,-1321.11,-1061.35,653.09,-1245.82,-1891.95,65.24,-849.55,,,,,
-4564.8,-1298.03,-1061.89,654.01,-1246.1,-1891.52,64.9,-849.17,,,,,
-4542.61,-1277.91,-1060.95,650.06,-1246.37,-1891.21,64.75,-848.93,,,,,
-4527.65,-1269.95,-1058.54,642.91,-1246.53,-1891.11,64.84,-848.95,,,,,
-4525.67,-1278.33,-1055.27,634.64,-1246.47,-1891.21,65.1,-849.29,,,,,
-4535.15,-1299.88,-1052.22,626.96,-1246.12,-1891.4,65.37,-849.86,,,,,
-4549.27,-1325.26,-1050.56,620.72,-1245.54,-1891.53,65.53,-850.47,,,,,
-4560.28,-1343.35,-1051.08,615.96,-1244.9,-1891.46,65.59,-850.86,,,,,
-4563.69,-1346.68,-1053.84,612.28,-1244.37,-1891.14,65.66,-850.85,,,,,
-4560.16,-1335.22,-1058.01,609.28,-1244.09,-1890.64,65.94,-850.41,,,,,
-4554.34,-1316.4,-1062.13,606.86,-1244.04,-1890.12,66.54,-849.71,,,,,
-4551.56,-1301.42,-1064.7,605.2,-1244.12,-1889.78,67.42,-849.06,,,,,
-4554.63,-1299.49,-1064.76,604.49,-1244.17,-1889.71,68.41,-848.77,,,,,
-4562.36,-1313.14,-1062.28,604.7,-1244.04,-1889.91,69.27,-849.05,,,,,
-4570.5,-1336.99,-1058.19,605.49,-1243.72,-1890.23,69.81,-849.87,,,,,
-4574.46,-1360.58,-1053.86,606.37,-1243.25,-1890.47,69.98,-851.01,,,,,
-4571.88,-1373.72,-1050.55,606.99,-1242.75,-1890.51,69.88,-852.13,,,,,
-4563.85,-1371.65,-1048.86,607.28,-1242.3,-1890.33,69.73,-852.92,,,,,
-4553.94,-1357.14,-1048.55,607.5,-1241.92,-1890.07,69.73,-853.23,,,,,
-4546.1,-1338.6,-1048.83,607.9,-1241.55,-1889.92,69.97,-853.11,,,,,
-4542.58,-1325.41,-1048.85,608.46,-1241.1,-1890.02,70.41,-852.76,,,,,
-4543.19,-1322.85,-1048.2,608.71,-1240.54,-1890.37,70.93,-852.4,,,,,
-4546.1,-1329.7,-1047.1,607.96,-1239.91,-1890.83,71.4,-852.18,,,,,
-4549.51,-1339.44,-1046.22,605.59,-1239.36,-1891.18,71.74,-852.1,,,,,
-4553.01,-1344.45,-1046.26,601.55,-1239.03,-1891.25,71.99,-852.03,,,,,
-4557.61,-1340.59,-1047.47,596.51,-1239.04,-1891.0,72.24,-851.8,,,,,
-4564.59,-1329.68,-1049.5,591.68,-1239.4,-1890.57,72.61,-851.3,,,,,
-4573.97,-1318.31,-1051.53,588.47,-1240.02,-1890.2,73.14,-850.61,,,,,
-4583.74,-1313.88,-1052.72,587.95,-1240.73,-1890.08,73.79,-849.9,,,,,
-4590.44,-1320.02,-1052.63,590.57,-1241.36,-1890.28,74.47,-849.44,,,,,
-4590.91,-1334.17,-1051.46,596.1,-1241.79,-1890.71,75.05,-849.38,,,,,
-4584.15,-1348.72,-1049.94,603.86,-1241.98,-1891.15,75.45,-849.75,,,,,
-4571.99,-1355.23,-1048.94,612.82,-1241.95,-1891.41,75.65,-850.34,,,,,
-4558.31,-1349.32,-1049.0,621.79,-1241.8,-1891.39,75.66,-850.86,,,,,
-4547.05,-1333.55,-1050.1,629.45,-1241.59,-1891.15,75.57,-851.04,,,,,
-4540.38,-1316.54,-1051.71,634.39,-1241.39,-1890.89,75.45,-850.75,,,,,
-4538.0,-1308.68,-1053.09,635.42,-1241.25,-1890.78,75.37,-850.11,,,,,
-4538.04,-1316.67,-1053.74,632.0,-1241.19,-1890.89,75.4,-849.41,,,,,
-4538.89,-1339.66,-1053.61,624.65,-1241.27,-1891.15,75.58,-848.99,,,,,
-4540.55,-1369.19,-1053.08,615.1,-1241.51,-1891.34,75.93,-849.08,,,,,
-4544.67,-1392.91,-1052.74,605.83,-1241.94,-1891.28,76.44,-849.71,,,,,
-4552.95,-1400.31,-1052.97,599.23,-1242.54,-1890.84,77.07,-850.67,,,,,
-4565.15,-1387.52,-1053.75,596.6,-1243.25,-1890.09,77.76,-851.6,,,,,
-4578.02,-1358.93,-1054.67,597.54,-1243.99,-1889.22,78.42,-852.16,,,,,
-4586.18,-1324.96,-1055.18,600.19,-1244.67,-1888.48,78.98,-852.18,,,,,
-4584.86,-1297.26,-1054.89,602.12,-1245.24,-1888.05,79.4,-851.68,,,,,
-4572.86,-1283.73,-1053.83,601.68,-1245.68,-1888.02,79.66,-850.88,,,,,
-4554.05,-1285.83,-1052.41,598.87,-1246.04,-1888.29,79.77,-850.04,,,,,
-4536.01,-1298.97,-1051.2,595.53,-1246.37,-1888.72,79.74,-849.39,,,,,
-4526.48,-1315.53,-1050.6,594.37,-1246.71,-1889.13,79.56,-849.02,,,,,
-4529.18,-1328.7,-1050.68,597.63,-1247.07,-1889.38,79.24,-848.88,,,,,
-4541.63,-1335.01,-1051.1,605.79,-1247.41,-1889.42,78.78,-848.85,,,,,
-4556.31,-1334.87,-1051.38,617.19,-1247.64,-1889.25,78.2,-848.86,,,,,
-4564.65,-1331.08,-1051.18,628.69,-1247.71,-1888.9,77.53,-848.85,,,,,
-4561.99,-1326.57,-1050.5,636.97,-1247.6,-1888.4,76.83,-848.87,,,,,
-4550.31,-1322.91,-1049.66,639.95,-1247.34,-1887.83,76.12,-848.93,,,,,
-4537.37,-1320.01,-1049.17,637.46,-1247.01,-1887.24,75.42,-849.03,,,,,
-4532.28,-1317.07,-1049.37,630.97,-1246.72,-1886.74,74.7,-849.07,,,,,
-4540.0,-1313.78,-1050.2,622.72,-1246.53,-1886.39,73.94,-848.96,,,,,
-4557.97,-1310.85,-1051.24,614.6,-1246.47,-1886.26,73.15,-848.64,,,,,
-4576.94,-1309.59,-1051.85,607.65,-1246.52,-1886.3,72.33,-848.2,,,,,
-4585.92,-1310.87,-1051.5,602.09,-1246.56,-1886.45,71.54,-847.83,,,,,
-4578.48,-1314.25,-1050.07,597.94,-1246.48,-1886.59,70.84,-847.77,,,,,
-4557.08,-1317.99,-1047.91,595.52,-1246.2,-1886.65,70.27,-848.2,,,,,
-4532.61,-1320.0,-1045.74,595.54,-1245.64,-1886.61,69.82,-849.12,,,,,
-4519.19,-1319.24,-1044.36,598.55,-1244.85,-1886.52,69.48,-850.37,,,,,
-4526.78,-1316.47,-1044.28,604.35,-1243.89,-1886.49,69.22,-851.66,,,,,
-4555.44,-1314.11,-1045.54,611.57,-1242.89,-1886.58,69.01,-852.72,,,,,
-4594.54,-1314.85,-1047.67,617.99,-1241.99,-1886.82,68.87,-853.4,,,,,
-4627.41,-1320.0,-1049.9,621.42,-1241.31,-1887.16,68.82,-853.75,,,,,
-4639.13,-1328.44,-1051.47,620.74,-1240.9,-1887.51,68.88,-853.94,,,,,
-4623.57,-1336.88,-1051.88,616.42,-1240.75,-1887.79,69.05,-854.19,,,,,
-4586.11,-1341.42,-1051.07,610.32,-1240.77,-1887.94,69.29,-854.61,,,,,
-4540.77,-1339.65,-1049.41,604.72,-1240.83,-1887.95,69.54,-855.17,,,,,
-4503.51,-1332.24,-1047.57,601.32,-1240.78,-1887.82,69.74,-855.73,,,,,
-4485.11,-1322.99,-1046.23,600.54,-1240.54,-1887.55,69.85,-856.1,,,,,
-4487.38,-1317.42,-1045.89,601.66,-1240.08,-1887.12,69.84,-856.14,,,,,
-4503.89,-1320.23,-1046.71,603.61,-1239.46,-1886.51,69.7,-855.86,,,,,
-4524.58,-1332.94,-1048.48,605.78,-1238.82,-1885.74,69.43,-855.36,,,,,
-4541.13,-1352.84,-1050.69,608.39,-1238.31,-1884.9,69.04,-854.76,,,,,
-4550.26,-1373.66,-1052.77,612.16,-1238.04,-1884.13,68.52,-854.2,,,,,
-4553.59,-1387.83,-1054.28,617.56,-1238.03,-1883.56,67.9,-853.74,,,,,
-4554.75,-1389.42,-1055.02,624.14,-1238.22,-1883.25,67.24,-853.39,,,,,
-4556.14,-1376.54,-1055.13,630.47,-1238.49,-1883.16,66.61,-853.18,,,,,
-4557.32,-1352.18,-1054.95,634.8,-1238.71,-1883.13,66.1,-853.15,,,,,
-4556.03,-1323.2,-1054.85,636.03,-1238.83,-1883.01,65.79,-853.34,,,,,
-4550.75,-1297.89,-1055.05,634.34,-1238.87,-1882.72,65.68,-853.77,,,,,
-4542.82,-1282.97,-1055.5,631.03,-1238.92,-1882.29,65.72,-854.36,,,,,
-4536.38,-1281.34,-1055.96,627.62,-1239.07,-1881.9,65.82,-854.97,,,,,
-4536.05,-1291.4,-1056.12,624.82,-1239.37,-1881.76,65.89,-855.41,,,,,
-4543.73,-1308.19,-1055.84,621.97,-1239.77,-1882.01,65.84,-855.57,,,,,
-4556.7,-1325.76,-1055.23,617.57,-1240.12,-1882.64,65.66,-855.45,,,,,
-4568.5,-1339.8,-1054.66,610.47,-1240.28,-1883.46,65.38,-855.2,,,,,
-4572.24,-1349.24,-1054.53,601.23,-1240.17,-1884.17,65.06,-855.05,,,,,
-4564.62,-1356.11,-1054.99,592.45,-1239.82,-1884.54,64.76,-855.15,,,,,
-4548.11,-1363.76,-1055.82,587.8,-1239.37,-1884.45,64.52,-855.5,,,,,
-4530.03,-1374.38,-1056.43,590.15,-1239.01,-1883.98,64.37,-855.95,,,,,
-4518.71,-1387.09,-1056.15,599.6,-1238.89,-1883.36,64.3,-856.25,,,,,
-4519.13,-1397.82,-1054.63,612.88,-1239.07,-1882.82,64.3,-856.22,,,,,
-4530.31,-1401.05,-1052.1,624.49,-1239.45,-1882.52,64.37,-855.85,,,,,
-4546.12,-1392.81,-1049.42,629.21,-1239.86,-1882.42,64.46,-855.35,,,,,
-4558.87,-1373.16,-1047.78,624.88,-1240.11,-1882.35,64.54,-855.01,,,,,
-4563.65,-1346.91,-1048.19,613.64,-1240.11,-1882.08,64.56,-855.09,,,,,
-4560.79,-1321.75,-1050.98,601.12,-1239.85,-1881.44,64.49,-855.63,,,,,
-4555.05,-1304.82,-1055.56,593.71,-1239.44,-1880.4,64.35,-856.43,,,,,
-4552.3,-1299.21,-1060.61,595.21,-1239.03,-1879.09,64.19,-857.14,,,,,
-4555.58,-1302.55,-1064.63,604.84,-1238.71,-1877.73,64.1,-857.44,,,,,
-4563.29,-1308.42,-1066.5,617.51,-1238.5,-1876.55,64.2,-857.17,,,,,
-4570.35,-1310.04,-1065.99,626.35,-1238.39,-1875.73,64.56,-856.48,,,,,
-4571.68,-1304.3,-1063.74,626.32,-1238.3,-1875.32,65.2,-855.67,,,,,
-4565.72,-1293.79,-1060.95,616.83,-1238.21,-1875.26,66.1,-855.09,,,,,
-4555.68,-1285.49,-1058.75,602.16,-1238.16,-1875.44,67.16,-854.91,,,,,
-4547.67,-1286.66,-1057.73,589.37,-1238.2,-1875.71,68.27,-855.06,,,,,
-4546.81,-1300.14,-1057.77,584.81,-1238.4,-1875.95,69.31,-855.27,,,,,
-4553.85,-1321.8,-1058.22,591.03,-1238.77,-1876.09,70.2,-855.2,,,,,
-4564.46,-1341.87,-1058.35,605.72,-1239.28,-1876.09,70.9,-854.65,,,,,
-4571.78,-1349.88,-1057.82,622.95,-1239.84,-1875.97,71.38,-853.65,,,,,
-4570.78,-1340.6,-1056.81,636.21,-1240.38,-1875.77,71.69,-852.44,,,,,
-4561.65,-1317.82,-1055.87,641.33,-1240.84,-1875.55,71.89,-851.37,,,,,
-4550.02,-1293.41,-1055.55,638.02,-1241.23,-1875.34,72.08,-850.74,,,,,
-4543.66,-1281.88,-1056.06,629.38,-1241.58,-1875.16,72.39,-850.64,,,,,
-4547.48,-1292.91,-1057.11,619.66,-1241.92,-1874.98,72.89,-851.02,,,,,
-4559.91,-1325.73,-1058.11,612.03,-1242.25,-1874.74,73.6,-851.7,,,,,
-4573.02,-1368.61,-1058.56,607.14,-1242.53,-1874.42,74.42,-852.48,,,,,
-4576.71,-1403.93,-1058.33,603.52,-1242.73,-1874.02,75.2,-853.24,,,,,
-4564.63,-1416.48,-1057.79,599.12,-1242.86,-1873.64,75.79,-853.97,,,,,
-4538.52,-1400.88,-1057.52,593.1,-1242.94,-1873.4,76.08,-854.69,,,,,
-4508.28,-1364.23,-1057.95,586.62,-1243.06,-1873.41,76.07,-855.43,,,,,
-4487.36,-1322.5,-1058.99,582.37,-1243.27,-1873.68,75.9,-856.19,,,,,
-4486.04,-1292.77,-1059.99,582.98,-1243.59,-1874.15,75.79,-856.96,,,,,
-4505.95,-1285.04,-1060.07,589.46,-1244.0,-1874.64,75.91,-857.73,,,,,
-4539.23,-1298.04,-1058.58,600.43,-1244.43,-1875.01,76.37,-858.48,,,,,
-4572.47,-1320.93,-1055.55,612.72,-1244.86,-1875.16,77.11,-859.21,,,,,
-4593.54,-1339.63,-1051.8,622.77,-1245.26,-1875.15,77.92,-859.86,,,,,
-4597.32,-1344.47,-1048.62,628.25,-1245.65,-1875.15,78.56,-860.31,,,,,
-4587.5,-1334.69,-1047.23,628.83,-1246.07,-1875.37,78.82,-860.4,,,,,
-4573.45,-1317.93,-1048.19,625.89,-1246.51,-1875.91,78.61,-860.0,,,,,
-4564.43,-1305.09,-1051.14,621.47,-1246.88,-1876.74,77.99,-859.08,,,,,
-4564.36,-1303.87,-1055.05,617.07,-1247.07,-1877.64,77.15,-857.84,,,,,
-4570.21,-1314.57,-1058.6,613.13,-1247.01,-1878.37,76.3,-856.57,,,,,
-4574.76,-1330.42,-1060.85,609.22,-1246.67,-1878.69,75.61,-855.64,,,,,
-4571.7,-1341.96,-1061.48,604.9,-1246.12,-1878.56,75.17,-855.3,,,,,
-4559.9,-1342.72,-1060.86,600.42,-1245.51,-1878.1,75.01,-855.57,,,,,
-4544.37,-1332.87,-1059.65,596.92,-1244.97,-1877.52,75.08,-856.3,,,,,
-4533.22,-1318.93,-1058.41,595.93,-1244.54,-1877.04,75.31,-857.18,,,,,
-4532.82,-1309.77,-1057.33,598.42,-1244.16,-1876.73,75.63,-857.97,,,,,
-4544.06,-1311.58,-1056.22,604.14,-1243.69,-1876.53,75.99,-858.55,,,,,
-4562.05,-1324.55,-1054.82,611.54,-1243.01,-1876.25,76.33,-859.02,,,,,
-4579.41,-1343.17,-1053.09,618.33,-1242.09,-1875.77,76.58,-859.53,,,,,
-4590.93,-1359.57,-1051.35,622.5,-1241.03,-1875.04,76.69,-860.19,,,,,
-4596.69,-1367.85,-1050.17,623.09,-1240.04,-1874.22,76.6,-860.97,,,,,
-4601.46,-1366.72,-1050.07,620.45,-1239.3,-1873.53,76.34,-861.65,,,,,
-4610.84,-1359.21,-1051.14,615.87,-1238.87,-1873.18,75.93,-861.98,,,,,
-4626.52,-1349.99,-1052.97,610.87,-1238.67,-1873.25,75.46,-861.78,,,,,
-4643.75,-1342.22,-1054.8,606.54,-1238.49,-1873.63,75.01,-861.12,,,,,
-4653.0,-1336.09,-1055.86,603.33,-1238.1,-1874.12,74.65,-860.3,,,,,
-4644.97,-1329.7,-1055.79,601.22,-1237.39,-1874.48,74.37,-859.73,,,,,
-4616.41,-1321.55,-1054.8,600.14,-1236.45,-1874.6,74.14,-859.71,,,,,
-4572.9,-1312.57,-1053.51,600.25,-1235.47,-1874.51,73.91,-860.32,,,,,
-4527.17,-1306.19,-1052.67,601.96,-1234.71,-1874.37,73.6,-861.35,,,,,
-4493.28,-1306.2,-1052.68,605.67,-1234.34,-1874.33,73.2,-862.35,,,,,
-4480.08,-1313.83,-1053.46,611.34,-1234.33,-1874.45,72.74,-862.89,,,,,
-4487.42,-1326.06,-1054.51,618.35,-1234.53,-1874.68,72.28,-862.73,,,,,
-4507.2,-1336.73,-1055.23,625.59,-1234.7,-1874.87,71.92,-861.89,,,,,
-4528.59,-1339.85,-1055.31,631.75,-1234.69,-1874.85,71.78,-860.66,,,,,
-4544.17,-1333.4,-1054.86,635.7,-1234.45,-1874.6,71.9,-859.41,,,,,
-4553.43,-1321.0,-1054.38,636.79,-1234.07,-1874.2,72.3,-858.44,,,,,
-4561.66,-1310.34,-1054.46,634.92,-1233.68,-1873.86,72.9,-857.9,,,,,
-4574.99,-1308.87,-1055.44,630.45,-1233.39,-1873.73,73.59,-857.72,,,,,
-4594.85,-1319.33,-1057.23,624.2,-1233.17,-1873.88,74.2,-857.74,,,,,
-4615.42,-1337.69,-1059.32,617.28,-1232.92,-1874.19,74.62,-857.8,,,,,
-4625.99,-1355.1,-1061.08,611.02,-1232.56,-1874.44,74.79,-857.85,,,,,
-4617.03,-1362.76,-1062.02,606.7,-1232.07,-1874.44,74.73,-857.94,,,,,
-4586.49,-1357.04,-1061.99,605.21,-1231.54,-1874.09,74.53,-858.19,,,,,
-4542.52,-1341.82,-1061.19,606.65,-1231.16,-1873.48,74.29,-858.67,,,,,
-4500.6,-1326.53,-1059.99,610.1,-1231.09,-1872.84,74.11,-859.38,,,,,
-4476.34,-1320.88,-1058.72,613.89,-1231.42,-1872.44,74.04,-860.2,,,,,
-4477.79,-1329.29,-1057.55,616.19,-1232.06,-1872.43,74.06,-860.97,,,,,
-4501.38,-1348.16,-1056.52,615.86,-1232.82,-1872.77,74.16,-861.53,,,,,
-4533.86,-1367.76,-1055.64,613.08,-1233.54,-1873.27,74.33,-861.81,,,,,
-4559.17,-1377.59,-1055.01,609.42,-1234.09,-1873.63,74.61,-861.83,,,,,
-4566.55,-1372.17,-1054.82,607.22,-1234.49,-1873.62,75.05,-861.7,,,,,
-4555.46,-1354.12,-1055.22,608.52,-1234.84,-1873.18,75.7,-861.57,,,,,
-4534.74,-1332.56,-1056.15,613.96,-1235.22,-1872.42,76.53,-861.58,,,,,
-4516.82,-1318.0,-1057.27,622.32,-1235.62,-1871.54,77.47,-861.81,,,,,
-4510.35,-1316.6,-1058.03,630.88,-1235.96,-1870.77,78.4,-862.27,,,,,
-4515.46,-1327.04,-1057.95,636.54,-1236.1,-1870.23,79.22,-862.89,,,,,
-4524.36,-1341.72,-1056.82,637.19,-1235.95,-1869.9,79.91,-863.54,,,,,
-4526.68,-1351.37,-1054.94,632.64,-1235.58,-1869.63,80.5,-864.06,,,,,
-4516.3,-1350.25,-1053.0,624.77,-1235.16,-1869.26,81.1,-864.33,,,,,
-4495.65,-1339.05,-1051.81,616.76,-1234.93,-1868.69,81.76,-864.31,,,,,
-4474.94,-1323.86,-1051.93,611.74,-1235.06,-1867.93,82.46,-864.02,,,,,
-4466.65,-1312.22,-1053.41,611.6,-1235.56,-1867.11,83.1,-863.6,,,,,
-4478.55,-1308.76,-1055.75,616.36,-1236.31,-1866.42,83.54,-863.18,,,,,
-4509.13,-1313.05,-1058.1,624.33,-1237.11,-1865.99,83.71,-862.87,,,,,
-4548.0,-1320.71,-1059.71,633.02,-1237.81,-1865.9,83.66,-862.68,,,,,
-4581.01,-1326.82,-1060.17,640.14,-1238.39,-1866.12,83.54,-862.54,,,,,
-4597.28,-1329.09,-1059.63,644.37,-1238.98,-1866.54,83.57,-862.33,,,,,
-4594.19,-1328.78,-1058.59,645.53,-1239.74,-1867.04,83.88,-861.99,,,,,
-4577.92,-1328.94,-1057.67,644.21,-1240.76,-1867.53,84.47,-861.54,,,,,
-4559.41,-1331.28,-1057.28,641.24,-1241.96,-1867.96,85.15,-861.12,,,,,
-4548.29,-1334.21,-1057.46,637.19,-1243.1,-1868.31,85.65,-860.93,,,,,
-4548.22,-1333.54,-1057.93,632.26,-1243.89,-1868.57,85.73,-861.11,,,,,
-4555.99,-1325.65,-1058.29,626.59,-1244.14,-1868.68,85.34,-861.69,,,,,
-4564.47,-1311.01,-1058.26,620.54,-1243.87,-1868.59,84.6,-862.51,,,,,
-4567.47,-1295.43,-1057.83,615.0,-1243.32,-1868.23,83.78,-863.37,,,,,
-4563.33,-1287.65,-1057.24,611.18,-1242.83,-1867.56,83.11,-864.03,,,,,
-4555.45,-1294.3,-1056.78,610.23,-1242.71,-1866.65,82.7,-864.39,,,,,
-4549.62,-1315.05,-1056.67,612.66,-1243.07,-1865.61,82.5,-864.51,,,,,
-4550.09,-1341.27,-1056.92,617.95,-1243.78,-1864.59,82.3,-864.57,,,,,
-4556.85,-1359.56,-1057.34,624.61,-1244.54,-1863.75,81.91,-864.76,,,,,
-4565.68,-1358.66,-1057.67,630.68,-1245.03,-1863.17,81.29,-865.21,,,,,
-4570.9,-1336.15,-1057.72,634.46,-1245.09,-1862.83,80.53,-865.87,,,,,
-4568.91,-1300.97,-1057.47,635.23,-1244.76,-1862.65,79.85,-866.59,,,,,
-4560.34,-1269.89,-1057.01,633.55,-1244.24,-1862.5,79.44,-867.17,,,,,
-4549.55,-1259.49,-1056.51,630.98,-1243.81,-1862.29,79.36,-867.51,,,,,
