Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2024-10-09 16:50:41.351
Device ID: STEEG_DG819202
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: non-EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.000,466197,-1814.34,-1571.19,2251.04,3176.54,-230.49,-3820.81,1378.03,-484.76,,,,,
0.001,466198,-1831.46,-1578.88,2251.63,3188.27,-233.61,-3819.47,1370.42,-487.74,,,,,
0.002,466199,-1843.08,-1588.04,2251.88,3199.01,-235.82,-3818.57,1365.47,-491.39,,,,,
0.003,466200,-1846.09,-1598.69,2251.6,3207.35,-236.53,-3818.36,1364.83,-495.8,,,,,
0.004,466201,-1840.99,-1608.76,2250.75,3211.4,-235.62,-3818.81,1368.59,-500.26,,,,,
0.005,466202,-1831.4,-1614.85,2249.53,3209.53,-233.41,-3819.53,1375.32,-503.53,,,,,
0.006,466203,-1822.15,-1613.79,2248.25,3201.31,-230.6,-3819.99,1382.67,-504.46,,,,,
0.007,466204,-1816.99,-1604.38,2247.24,3188.2,-227.91,-3819.68,1388.32,-502.62,,,,,
0.008,466205,-1817.01,-1588.22,2246.72,3173.4,-225.93,-3818.35,1390.71,-498.53,,,,,
0.009,466206,-1820.58,-1569.3,2246.71,3160.92,-224.98,-3816.21,1389.53,-493.46,,,,,
0.010,466207,-1824.58,-1552.42,2247.08,3154.06,-225.08,-3813.82,1385.6,-488.84,,,,,
0.011,466208,-1826.22,-1541.43,2247.6,3154.2,-225.97,-3811.98,1380.42,-485.65,,,,,
0.012,466209,-1824.52,-1537.87,2248.04,3160.36,-227.26,-3811.32,1375.59,-484.15,,,,,
0.013,466210,-1820.56,-1540.8,2248.31,3169.78,-228.44,-3812.07,1372.34,-483.96,,,,,
0.014,466211,-1816.72,-1547.64,2248.43,3179.09,-229.06,-3813.9,1371.28,-484.55,,,,,
0.015,466212,-1815.2,-1555.43,2248.51,3185.54,-228.81,-3816.08,1372.32,-485.59,,,,,
0.016,466213,-1816.85,-1562.0,2248.64,3187.72,-227.66,-3817.78,1374.82,-487.18,,,,,
0.017,466214,-1820.82,-1566.47,2248.78,3185.57,-225.9,-3818.49,1377.7,-489.6,,,,,
